QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/kSjJvqD.png,2.1,b,A,B,C,D
https://i.imgur.com/fG0wdoJ.png,2.1,c,A,B,C,D
https://i.imgur.com/YatMLAv.png,2.1,a,A,B,C,D
https://i.imgur.com/0sZtukf.png,7.1,a,A,B,C,D
https://i.imgur.com/3Nx1JZt.png,7.1,a,A,B,C,D
https://i.imgur.com/Ky4q5yN.png,7.1,c,A,B,C,D
https://i.imgur.com/wIXQEtm.png,17.1,b,A,B,C,D
https://i.imgur.com/bwOLP06.png,17.1,c,A,B,C,D
https://i.imgur.com/ZqDBYYQ.png,17.1,d,A,B,C,D
https://i.imgur.com/v2SJNxp.png,17.1,b,A,B,C,D
https://i.imgur.com/XfFBPRZ.png,5.1,b,A,B,C,D
https://i.imgur.com/ohCybIf.png,5.1,c,A,B,C,D
https://i.imgur.com/trDuUlm.png,5.1,a,A,B,C,D
https://i.imgur.com/tIuiWb0.png,9.1,b,A,B,C,D
https://i.imgur.com/6LhknHG.png,19.1,b,A,B,C,D
https://i.imgur.com/hSUQ8Vk.png,22.1,c,A,B,C,D
https://i.imgur.com/Bfwi5ol.png,11.1,c,A,B,C,D
https://i.imgur.com/5ddSa49.png,1.4,c,A,B,C,D
https://i.imgur.com/pbMH6JX.png,1.1,d,A,B,C,D
https://i.imgur.com/EKWWJjA.png,1.3,b,A,B,C,D
https://i.imgur.com/l4ya832.png,1.5,d,A,B,C,D
https://i.imgur.com/Oq89KYZ.png,18.1,a,A,B,C,D
https://i.imgur.com/PJYqO5n.png,5.1,d,A,B,C,D
