QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/EfPARUc.png,2.1,b,A,B,C,D
https://i.imgur.com/P1PSvO9.png,2.1,a,A,B,C,D
https://i.imgur.com/1st9bjA.png,2.1,b,A,B,C,D
https://i.imgur.com/Fg4l1xb.png,2.1,b,A,B,C,D
https://i.imgur.com/0CdqfsW.png,2.1,a,A,B,C,D
https://i.imgur.com/hxEl8iC.png,2.1,a,A,B,C,D
https://i.imgur.com/0WdClNK.png,2.1,b,A,B,C,D
https://i.imgur.com/rVqfmfN.png,2.1,c,A,B,C,D
https://i.imgur.com/SYcUOb6.png,2.1,b,A,B,C,D
https://i.imgur.com/5gIC8bi.png,2.1,c,A,B,C,D
https://i.imgur.com/X4KXpUf.png,7.1,c,A,B,C,D
https://i.imgur.com/W9b9Otu.png,7.1,a,A,B,C,D
https://i.imgur.com/zlaxl9k.png,7.1,a,A,B,C,D
https://i.imgur.com/40UAmNG.png,7.1,d,A,B,C,D
https://i.imgur.com/1AuLZ6w.png,7.1,d,A,B,C,D
https://i.imgur.com/hSWBZPd.png,7.1,b,A,B,C,D
https://i.imgur.com/hmCtXVk.png,7.1,b,A,B,C,D
https://i.imgur.com/TU7E59i.png,7.1,b,A,B,C,D
https://i.imgur.com/qJT1jnC.png,7.1,c,A,B,C,D
https://i.imgur.com/EUPlgV7.png,7.1,c,A,B,C,D
https://i.imgur.com/z8e6piA.png,4.1,c,A,B,C,D
https://i.imgur.com/pGFXzos.png,17.1,a,A,B,C,D
https://i.imgur.com/KQUHJql.png,17.1,c,A,B,C,D
https://i.imgur.com/q0hd473.png,2.9,c,A,B,C,D
https://i.imgur.com/uzxNYpI.png,5.1,b,A,B,C,D
https://i.imgur.com/CZkQacR.png,5.1,b,A,B,C,D
https://i.imgur.com/jDFr8Sc.png,5.1,d,A,B,C,D
https://i.imgur.com/OQX84yW.png,5.1,d,A,B,C,D
https://i.imgur.com/Ntjwh37.png,5.1,d,A,B,C,D
https://i.imgur.com/KvEv5zm.png,5.1,b,A,B,C,D
https://i.imgur.com/99Vnk1h.png,5.1,d,A,B,C,D
https://i.imgur.com/0CkReoq.png,5.1,b,A,B,C,D
https://i.imgur.com/dSNwsTy.png,5.1,c,A,B,C,D
https://i.imgur.com/bK4UT4y.png,1.2,d,A,B,C,D
https://i.imgur.com/VuediZr.png,16.1,b,A,B,C,D
https://i.imgur.com/5fZovjF.png,14.1,b,A,B,C,D
https://i.imgur.com/Xq9RjOg.png,15.1,a,A,B,C,D
https://i.imgur.com/EYZqzdU.png,4.1,a,A,B,C,D
https://i.imgur.com/yMtqHlf.png,19.1,a,A,B,C,D
https://i.imgur.com/CNSFj39.png,1.5,a,A,B,C,D
https://i.imgur.com/eJ8f4AU.png,10.1,a,A,B,C,D
https://i.imgur.com/GsLnWlJ.png,10.1,d,A,B,C,D
https://i.imgur.com/bwMTkxO.png,2.9,b,A,B,C,D
https://i.imgur.com/TEMsBcF.png,11.1,b,A,B,C,D
https://i.imgur.com/10cTj1n.png,11.1,a,A,B,C,D
https://i.imgur.com/CVVAAU0.png,3.4,d,A,B,C,D
https://i.imgur.com/GLau3lS.png,15.1,b,A,B,C,D
https://i.imgur.com/fIKMbGs.png,1.1,c,A,B,C,D
https://i.imgur.com/AmmLzAQ.png,1.3,d,A,B,C,D
https://i.imgur.com/8QD8I0j.png,5.1,c,A,B,C,D
