QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/Jlx3I29.png,2.1,c,A,B,C,D
https://i.imgur.com/pk2EGVe.png,2.1,d,A,B,C,D
https://i.imgur.com/WAcvzOa.png,2.1,b,A,B,C,D
https://i.imgur.com/4NZRdMa.png,2.1,d,A,B,C,D
https://i.imgur.com/uiMQBXY.png,2.1,b,A,B,C,D
https://i.imgur.com/a52SauR.png,2.1,a,A,B,C,D
https://i.imgur.com/HC5KejV.png,2.1,d,A,B,C,D
https://i.imgur.com/JtaoeZl.png,2.1,d,A,B,C,D
https://i.imgur.com/hgSRU7w.png,2.1,a,A,B,C,D
https://i.imgur.com/taAaESW.png,2.1,d,A,B,C,D
https://i.imgur.com/3g9qZo7.png,7.1,c,A,B,C,D
https://i.imgur.com/EHEaQM9.png,7.1,a,A,B,C,D
https://i.imgur.com/rdelB02.png,7.1,b,A,B,C,D
https://i.imgur.com/K2RkZjB.png,7.1,d,A,B,C,D
https://i.imgur.com/AR7Hne1.png,7.1,d,A,B,C,D
https://i.imgur.com/hGBRuKu.png,7.1,a,A,B,C,D
https://i.imgur.com/AkmaX0n.png,7.1,c,A,B,C,D
https://i.imgur.com/Gso4nLx.png,7.1,d,A,B,C,D
https://i.imgur.com/Gj8l9bo.png,7.1,b,A,B,C,D
https://i.imgur.com/ZzVd1vE.png,5.1,d,A,B,C,D
https://i.imgur.com/ltXzaWb.png,15.1,b,A,B,C,D
https://i.imgur.com/dUQa5Yi.png,19.1,a,A,B,C,D
https://i.imgur.com/cCU8TG6.png,16.1,d,A,B,C,D
https://i.imgur.com/fzD07xq.png,9.1,b,A,B,C,D
https://i.imgur.com/lV793Uj.png,4.1,c,A,B,C,D
https://i.imgur.com/FWsXLKG.png,10.1,d,A,B,C,D
https://i.imgur.com/zLKhQUA.png,1.5,c,A,B,C,D
https://i.imgur.com/7hYPQJ3.png,16.1,a,A,B,C,D
https://i.imgur.com/UrUhMBK.png,15.1,b,A,B,C,D
https://i.imgur.com/eV0nA1R.png,9.1,b,A,B,C,D
https://i.imgur.com/R0n6pyx.png,17.1,d,A,B,C,D
https://i.imgur.com/HhkzCEg.png,5.1,b,A,B,C,D
https://i.imgur.com/JUWw3rj.png,5.1,c,A,B,C,D
https://i.imgur.com/QMhCSo5.png,5.1,d,A,B,C,D
https://i.imgur.com/WjhRUPw.png,3.4,a,A,B,C,D
https://i.imgur.com/AmK0Zpy.png,22.1,b,A,B,C,D
https://i.imgur.com/xOuZILv.png,22.1,d,A,B,C,D
https://i.imgur.com/5cSjT4k.png,5.1,c,A,B,C,D
https://i.imgur.com/ftE2PTy.png,5.1,b,A,B,C,D
https://i.imgur.com/I2C7EFd.png,5.1,c,A,B,C,D
https://i.imgur.com/j4oWNeX.png,11.1,a,A,B,C,D
https://i.imgur.com/2N4hVgB.png,1.2,d,A,B,C,D
https://i.imgur.com/5LZr4TW.png,17.1,c,A,B,C,D
https://i.imgur.com/VVEdA44.png,1.4,c,A,B,C,D
https://i.imgur.com/bC6bXP6.png,1.3,d,A,B,C,D
https://i.imgur.com/jhwWtmS.png,1.1,d,A,B,C,D
https://i.imgur.com/outNe4v.png,1.4,b,A,B,C,D
https://i.imgur.com/dI1eCCb.png,1.4,a,A,B,C,D
https://i.imgur.com/LUEHrEC.png,3.3,c,A,B,C,D
