QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/cu0z0uw.png,c,2.1,A,B,C,D
https://i.imgur.com/gkJmwgt.png,c,2.1,A,B,C,D
https://i.imgur.com/WkcdV7O.png,c,2.1,A,B,C,D
https://i.imgur.com/uDMN4TP.png,a,2.1,A,B,C,D
https://i.imgur.com/NUGskIK.png,c,2.1,A,B,C,D
https://i.imgur.com/VxHL1uc.png,a,2.1,A,B,C,D
https://i.imgur.com/PeyzowZ.png,b,2.1,A,B,C,D
https://i.imgur.com/SNctHsU.png,a,2.1,A,B,C,D
https://i.imgur.com/UhhbrFj.png,b,2.1,A,B,C,D
https://i.imgur.com/H7Z68Kf.png,a,7.1,A,B,C,D
https://i.imgur.com/9ZFfQiE.png,a,7.1,A,B,C,D
https://i.imgur.com/Z3kX0Sz.png,d,7.1,A,B,C,D
https://i.imgur.com/Vi4SWN0.png,c,7.1,A,B,C,D
https://i.imgur.com/JO7ug2S.png,d,7.1,A,B,C,D
https://i.imgur.com/9QlLAo7.png,d,7.1,A,B,C,D
https://i.imgur.com/qdK4oi8.png,c,7.1,A,B,C,D
https://i.imgur.com/N0zgN2D.png,c,7.1,A,B,C,D
https://i.imgur.com/ZEWFAes.png,a,17.1,A,B,C,D
https://i.imgur.com/LAz6wu2.png,d,2.1,A,B,C,D
https://i.imgur.com/k9ZoVTC.png,b,17.1,A,B,C,D
https://i.imgur.com/nZmOxJY.png,c,17.1,A,B,C,D
https://i.imgur.com/F0FZiTn.png,b,17.1,A,B,C,D
https://i.imgur.com/fa4UGi6.png,b,17.1,A,B,C,D
https://i.imgur.com/Hwg990u.png,a,17.1,A,B,C,D
https://i.imgur.com/kLSTGUl.png,b,1.1,A,B,C,D
https://i.imgur.com/qJ6m7Ep.png,a,23.1,A,B,C,D
https://i.imgur.com/ODbkzEE.png,b,22.1,A,B,C,D
https://i.imgur.com/njqdICa.png,c,14.1,A,B,C,D
https://i.imgur.com/QfIgcwU.png,a,16.1,A,B,C,D
https://i.imgur.com/NuUkTyW.png,c,16.1,A,B,C,D
https://i.imgur.com/Vm9Zknb.png,d,9.1,A,B,C,D
https://i.imgur.com/vMGeExp.png,b,4.1,A,B,C,D
https://i.imgur.com/fO8cSEV.png,b,10.1,A,B,C,D
https://i.imgur.com/ekgK9vN.png,b,10.1,A,B,C,D
https://i.imgur.com/QAvvsDM.png,d,2.9,A,B,C,D
https://i.imgur.com/1KTqNWs.png,b,15.1,A,B,C,D
https://i.imgur.com/AkDFmIx.png,a,18.1,A,B,C,D
https://i.imgur.com/jxQGlt2.png,d,1.3,A,B,C,D
https://i.imgur.com/IPR6xKh.png,b,1.4,A,B,C,D
https://i.imgur.com/rq8vSxh.png,b,1.1,A,B,C,D
https://i.imgur.com/tEOH5S3.png,b,15.1,A,B,C,D
https://i.imgur.com/9wYEKzL.png,b,5.1,A,B,C,D
https://i.imgur.com/snQIXtJ.png,c,5.1,A,B,C,D
https://i.imgur.com/fBx55Td.png,b,5.1,A,B,C,D
https://i.imgur.com/WsFLenB.png,a,11.1,A,B,C,D
https://i.imgur.com/aq8wEQa.png,d,19.1,A,B,C,D
https://i.imgur.com/QTOBGst.png,d,15.1,A,B,C,D
https://i.imgur.com/4Gd8qDH.png,d,1.2,A,B,C,D
https://i.imgur.com/P4a3JRm.png,a,1.5,A,B,C,D
https://i.imgur.com/oZTTF0g.png,c,16.1,A,B,C,D
