QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/v1Z2646.png,c,2.1,A,B,C,D
https://i.imgur.com/CXQP2mQ.png,c,2.1,A,B,C,D
https://i.imgur.com/8tCJr4B.png,c,2.1,A,B,C,D
https://i.imgur.com/1NPjIHE.png,d,2.1,A,B,C,D
https://i.imgur.com/jk0aSbZ.png,a,2.1,A,B,C,D
https://i.imgur.com/txsHTeh.png,c,2.1,A,B,C,D
https://i.imgur.com/jQ4sb4i.png,c,2.1,A,B,C,D
https://i.imgur.com/GWyYszp.png,d,2.1,A,B,C,D
https://i.imgur.com/vXXMhvm.png,a,2.1,A,B,C,D
https://i.imgur.com/IvllNwg.png,d,2.1,A,B,C,D
https://i.imgur.com/4PCKwU7.png,c,7.1,A,B,C,D
https://i.imgur.com/Qrzo3TW.png,a,7.1,A,B,C,D
https://i.imgur.com/CcCYHqy.png,b,7.1,A,B,C,D
https://i.imgur.com/JwNTnTR.png,d,7.1,A,B,C,D
https://i.imgur.com/M6nd1a0.png,b,7.1,A,B,C,D
https://i.imgur.com/uwGQ3KC.png,c,15.1,A,B,C,D
https://i.imgur.com/vhwy5CR.png,c,15.1,A,B,C,D
https://i.imgur.com/oP1yufp.png,b,5.1,A,B,C,D
https://i.imgur.com/1ocX3Ys.png,a,5.1,A,B,C,D
https://i.imgur.com/rAWKreK.png,b,5.1,A,B,C,D
https://i.imgur.com/Xr26El8.png,c,10.1,A,B,C,D
https://i.imgur.com/ykF9Kum.png,d,10.1,A,B,C,D
https://i.imgur.com/vY1JA7L.png,c,4.1,A,B,C,D
https://i.imgur.com/Jb4XQv1.png,a,9.1,A,B,C,D
https://i.imgur.com/2SC5NXN.png,a,17.1,A,B,C,D
https://i.imgur.com/RW5Rkaa.png,c,17.1,A,B,C,D
https://i.imgur.com/UvBMiqg.png,d,17.1,A,B,C,D
https://i.imgur.com/wP29uuF.png,b,17.1,A,B,C,D
https://i.imgur.com/TrCoIoS.png,b,17.1,A,B,C,D
https://i.imgur.com/oVBVBsH.png,b,17.1,A,B,C,D
https://i.imgur.com/qjtiyyQ.png,a,17.1,A,B,C,D
https://i.imgur.com/QT5AyKl.png,b,16.1,A,B,C,D
https://i.imgur.com/9gpNcLZ.png,d,2.9,A,B,C,D
https://i.imgur.com/cPmHmLF.png,b,9.1,A,B,C,D
https://i.imgur.com/gbF1dQl.png,d,19.1,A,B,C,D
https://i.imgur.com/FMMgh7p.png,d,11.1,A,B,C,D
https://i.imgur.com/7HpTnXc.png,c,22.1,A,B,C,D
https://i.imgur.com/vRAX19x.png,c,19.1,A,B,C,D
https://i.imgur.com/NQl2j1g.png,a,26.1,A,B,C,D
https://i.imgur.com/0hFkOU5.png,d,11.1,A,B,C,D
https://i.imgur.com/hRci1g5.png,c,15.1,A,B,C,D
https://i.imgur.com/e5VZlxA.png,a,3.4,A,B,C,D
https://i.imgur.com/mVQk3qU.png,a,17.1,A,B,C,D
https://i.imgur.com/Hj7ES5b.png,c,2.9,A,B,C,D
https://i.imgur.com/Q84Jhxf.png,d,4.1,A,B,C,D
https://i.imgur.com/vmdidY3.png,d,1.2,A,B,C,D
https://i.imgur.com/h3P3DSk.png,b,26.1,A,B,C,D
https://i.imgur.com/A1njYoS.png,c,1.2,A,B,C,D
https://i.imgur.com/GY2Ztzv.png,c,1.1,A,B,C,D
