QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/a5woBCG.png,d,2.1,A,B,C,D
https://i.imgur.com/qAR5uHd.png,d,2.1,A,B,C,D
https://i.imgur.com/x3QN4Xa.png,b,2.1,A,B,C,D
https://i.imgur.com/KecTlCO.png,a,2.1,A,B,C,D
https://i.imgur.com/GIZPxVo.png,a,2.1,A,B,C,D
https://i.imgur.com/WUZmjtJ.png,c,2.1,A,B,C,D
https://i.imgur.com/f11LFsN.png,a,2.1,A,B,C,D
https://i.imgur.com/OTGhFPU.png,c,2.1,A,B,C,D
https://i.imgur.com/3bLjCtF.png,a,2.1,A,B,C,D
https://i.imgur.com/Xmghun5.png,b,2.1,A,B,C,D
https://i.imgur.com/5d7cDo9.png,c,7.1,A,B,C,D
https://i.imgur.com/nbpb1Gg.png,a,7.1,A,B,C,D
https://i.imgur.com/N5lsaeN.png,b,7.1,A,B,C,D
https://i.imgur.com/Hl9HnHj.png,d,7.1,A,B,C,D
https://i.imgur.com/jpSbplJ.png,d,7.1,A,B,C,D
https://i.imgur.com/2qt8rtR.png,b,7.1,A,B,C,D
https://i.imgur.com/dkLMnF4.png,d,7.1,A,B,C,D
https://i.imgur.com/lFWRWGk.png,a,7.1,A,B,C,D
https://i.imgur.com/pXt7muC.png,c,7.1,A,B,C,D
https://i.imgur.com/n01OJD7.png,d,5.1,A,B,C,D
https://i.imgur.com/t9eajSp.png,c,2.9,A,B,C,D
https://i.imgur.com/HtCeY7T.png,a,17.1,A,B,C,D
https://i.imgur.com/BpmO5QR.png,b,2.9,A,B,C,D
https://i.imgur.com/K0FAlZ6.png,a,5.1,A,B,C,D
https://i.imgur.com/aoDqFy1.png,b,5.1,A,B,C,D
https://i.imgur.com/9QIULaS.png,b,17.1,A,B,C,D
https://i.imgur.com/7aTlHB6.png,a,17.1,A,B,C,D
https://i.imgur.com/yZGND4A.png,a,17.1,A,B,C,D
https://i.imgur.com/dq3dEsl.png,b,2.9,A,B,C,D
https://i.imgur.com/URKDyPA.png,b,16.1,A,B,C,D
https://i.imgur.com/bEiD4AS.png,d,15.1,A,B,C,D
https://i.imgur.com/JW487Vt.png,c,20.1,A,B,C,D
https://i.imgur.com/9GUXWeA.png,c,1.5,A,B,C,D
https://i.imgur.com/EjZ5u6O.png,c,3.4,A,B,C,D
https://i.imgur.com/dLogXSm.png,d,10.1,A,B,C,D
https://i.imgur.com/j1ZjQrv.png,b,10.1,A,B,C,D
https://i.imgur.com/U0FyKkK.png,d,17.1,A,B,C,D
https://i.imgur.com/6Lm2QAm.png,a,19.1,A,B,C,D
https://i.imgur.com/Fb21Pdq.png,b,3.4,A,B,C,D
https://i.imgur.com/psZMr17.png,d,4.1,A,B,C,D
https://i.imgur.com/rSVpWH3.png,b,1.5,A,B,C,D
https://i.imgur.com/YH2AHCg.png,c,16.1,A,B,C,D
https://i.imgur.com/GsCwrFH.png,a,11.1,A,B,C,D
https://i.imgur.com/zDKEKy9.png,d,1.2,A,B,C,D
https://i.imgur.com/ngx2BWY.png,c,2.9,A,B,C,D
https://i.imgur.com/KWx7aqD.png,d,15.1,A,B,C,D
https://i.imgur.com/VHSjeFB.png,c,9.1,A,B,C,D
https://i.imgur.com/YXREvdj.png,d,1.1,A,B,C,D
https://i.imgur.com/pHsUkYz.png,c,1.2,A,B,C,D
https://i.imgur.com/UXuVh86.png,c,16.1,A,B,C,D
