QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/S9qJmBO.png,16.1,d,A,B,C,D
https://i.imgur.com/QSsItMM.png,11.1,d,A,B,C,D
https://i.imgur.com/VRQQqjP.png,1.3,c,A,B,C,D
https://i.imgur.com/NJpeBrD.png,11.1,b,A,B,C,D
https://i.imgur.com/MFis95c.png,1.4,c,A,B,C,D
https://i.imgur.com/O0BF84s.png,1.5,d,A,B,C,D
https://i.imgur.com/aNXRgEU.png,7.1,b,A,B,C,D
https://i.imgur.com/CSQvWm1.png,7.1,b,A,B,C,D
https://i.imgur.com/DSxwU8a.png,7.1,c,A,B,C,D
https://i.imgur.com/NnuINF0.png,7.1,c,A,B,C,D
https://i.imgur.com/c6r784a.png,7.1,b,A,B,C,D
https://i.imgur.com/FCd3U2G.png,7.1,b,A,B,C,D
https://i.imgur.com/BPUiRza.png,15.1,c,A,B,C,D
https://i.imgur.com/d3LqIFy.png,15.1,b,A,B,C,D
https://i.imgur.com/FwHfQyf.png,5.1,d,A,B,C,D
https://i.imgur.com/FCxJSqP.png,5.1,c,A,B,C,D
https://i.imgur.com/9qF8Ebm.png,5.1,d,A,B,C,D
https://i.imgur.com/B2Ge84T.png,5.1,b,A,B,C,D
https://i.imgur.com/FyKynR7.png,5.1,a,A,B,C,D
https://i.imgur.com/gGbY9cg.png,2.1,b,A,B,C,D
https://i.imgur.com/ZEFclyQ.png,2.1,a,A,B,C,D
https://i.imgur.com/nzGFczt.png,2.1,c,A,B,C,D
https://i.imgur.com/hthSOJD.png,2.1,b,A,B,C,D
https://i.imgur.com/Htf6sfI.png,2.1,d,A,B,C,D
https://i.imgur.com/bd6R1Pp.png,2.1,d,A,B,C,D
https://i.imgur.com/5KofE1G.png,9.1,c,A,B,C,D
https://i.imgur.com/VnEapoX.png,1.2,b,A,B,C,D
https://i.imgur.com/i4981PQ.png,17.1,c,A,B,C,D
https://i.imgur.com/OHKppfv.png,17.1,c,A,B,C,D
https://i.imgur.com/zZy1kAp.png,1.5,b,A,B,C,D
https://i.imgur.com/ZiOn2jy.png,13.1,d,A,B,C,D
https://i.imgur.com/wrMfMzX.png,2.9,a,A,B,C,D
https://i.imgur.com/Z8asgZ0.png,17.1,b,A,B,C,D
https://i.imgur.com/zKSOIpP.png,17.1,c,A,B,C,D
https://i.imgur.com/f06PZ0x.png,10.1,d,A,B,C,D
https://i.imgur.com/zNQo8J2.png,10.1,a,A,B,C,D
https://i.imgur.com/C6vQURD.png,11.1,b,A,B,C,D
https://i.imgur.com/5iEeBLQ.png,9.1,a,A,B,C,D
https://i.imgur.com/Tr3bBjt.png,13.1,b,A,B,C,D
https://i.imgur.com/fb89jdS.png,9.1,c,A,B,C,D
https://i.imgur.com/pJoNuaj.png,4.1,c,A,B,C,D
https://i.imgur.com/ZlUVpC3.png,1.1,c,A,B,C,D
https://i.imgur.com/b5OBwCn.png,5.1,a,A,B,C,D
https://i.imgur.com/45Cv0ip.png,1.1,c,A,B,C,D
https://i.imgur.com/zBSyl7K.png,16.1,d,A,B,C,D
https://i.imgur.com/zPJkz8F.png,17.1,c,A,B,C,D
https://i.imgur.com/QOs1ke3.png,4.1,d,A,B,C,D
https://i.imgur.com/8nG5xjA.png,2.9,a,A,B,C,D
https://i.imgur.com/ASZSBsB.png,16.1,c,A,B,C,D
