QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/a1HQLxU.png,2.1,a,A,B,C,D
https://i.imgur.com/dCwaAIm.png,2.1,a,A,B,C,D
https://i.imgur.com/YTWfgfe.png,2.1,a,A,B,C,D
https://i.imgur.com/q169paN.png,2.1,b,A,B,C,D
https://i.imgur.com/4MKGRyp.png,2.1,c,A,B,C,D
https://i.imgur.com/V1At67m.png,2.1,d,A,B,C,D
https://i.imgur.com/UJpyt4O.png,2.1,a,A,B,C,D
https://i.imgur.com/tqZgsyp.png,2.1,b,A,B,C,D
https://i.imgur.com/jWglRO9.png,2.1,a,A,B,C,D
https://i.imgur.com/hRjXe83.png,2.1,d,A,B,C,D
https://i.imgur.com/otU0cNv.png,7.1,b,A,B,C,D
https://i.imgur.com/63MhrJz.png,7.1,b,A,B,C,D
https://i.imgur.com/0vMwzW1.png,7.1,b,A,B,C,D
https://i.imgur.com/3ETMQFi.png,7.1,c,A,B,C,D
https://i.imgur.com/bgnFAeV.png,7.1,a,A,B,C,D
https://i.imgur.com/WrgA3DC.png,7.1,d,A,B,C,D
https://i.imgur.com/pVq023l.png,7.1,d,A,B,C,D
https://i.imgur.com/ch2QGnx.png,7.1,c,A,B,C,D
https://i.imgur.com/4QuEklO.png,7.1,c,A,B,C,D
https://i.imgur.com/oFAFkdi.png,7.1,d,A,B,C,D
https://i.imgur.com/Fq6kz6M.png,17.1,c,A,B,C,D
https://i.imgur.com/CN2nLVL.png,17.1,a,A,B,C,D
https://i.imgur.com/pjlTi0B.png,17.1,b,A,B,C,D
https://i.imgur.com/ghEGbWo.png,17.1,c,A,B,C,D
https://i.imgur.com/yr7Slir.png,5.1,a,A,B,C,D
https://i.imgur.com/BuTkAZ3.png,5.1,a,A,B,C,D
https://i.imgur.com/3etlOqE.png,5.1,b,A,B,C,D
https://i.imgur.com/JhkLoCO.png,5.1,b,A,B,C,D
https://i.imgur.com/AlIsH0I.png,5.1,a,A,B,C,D
https://i.imgur.com/O0jgEEl.png,5.1,c,A,B,C,D
https://i.imgur.com/8XWbYIz.png,5.1,d,A,B,C,D
https://i.imgur.com/aBkjtVs.png,5.1,b,A,B,C,D
https://i.imgur.com/YJnGuhB.png,5.1,c,A,B,C,D
https://i.imgur.com/LdS6pW5.png,5.1,b,A,B,C,D
https://i.imgur.com/8oW5ka2.png,16.1,a,A,B,C,D
https://i.imgur.com/QHL3Dah.png,9.1,c,A,B,C,D
https://i.imgur.com/5rX6wMw.png,15.1,d,A,B,C,D
https://i.imgur.com/mkst1o5.png,2.9,c,A,B,C,D
https://i.imgur.com/J8wTu9V.png,19.1,a,A,B,C,D
https://i.imgur.com/BSXAPV0.png,1.5,a,A,B,C,D
https://i.imgur.com/q8Ggkbb.png,10.1,b,A,B,C,D
https://i.imgur.com/pPUrxLG.png,10.1,c,A,B,C,D
https://i.imgur.com/aA981UI.png,15.1,b,A,B,C,D
https://i.imgur.com/Jl3GZLE.png,15.1,a,A,B,C,D
https://i.imgur.com/VoDS7Kr.png,11.1,a,A,B,C,D
https://i.imgur.com/nASVeqA.png,3.4,a,A,B,C,D
https://i.imgur.com/Fb4oIDH.png,15.1,b,A,B,C,D
https://i.imgur.com/iUZM82N.png,1.1,c,A,B,C,D
https://i.imgur.com/w2ZzG4q.png,1.3,c,A,B,C,D
https://i.imgur.com/Isk57Vz.png,5.1,c,A,B,C,D
