QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/gCEawOY.png,2.1,d,A,B,C,D
https://i.imgur.com/YPDkyYy.png,2.1,c,A,B,C,D
https://i.imgur.com/cEBFLXj.png,2.1,b,A,B,C,D
https://i.imgur.com/FnPkkbE.png,2.1,b,A,B,C,D
https://i.imgur.com/lUbLXmu.png,2.1,a,A,B,C,D
https://i.imgur.com/8RfyjEq.png,2.1,c,A,B,C,D
https://i.imgur.com/8ia400F.png,2.1,a,A,B,C,D
https://i.imgur.com/M9zNIXG.png,2.1,c,A,B,C,D
https://i.imgur.com/6cPwAoO.png,2.1,b,A,B,C,D
https://i.imgur.com/jLOQdaV.png,2.1,a,A,B,C,D
https://i.imgur.com/ZyLl3dz.png,7.1,a,A,B,C,D
https://i.imgur.com/kRMEOVG.png,7.1,c,A,B,C,D
https://i.imgur.com/2dbhCun.png,7.1,b,A,B,C,D
https://i.imgur.com/YWHSt1d.png,7.1,b,A,B,C,D
https://i.imgur.com/Wvkq5ho.png,7.1,d,A,B,C,D
https://i.imgur.com/MAcHNPx.png,7.1,a,A,B,C,D
https://i.imgur.com/1N27GOD.png,7.1,c,A,B,C,D
https://i.imgur.com/aMcgh5L.png,7.1,d,A,B,C,D
https://i.imgur.com/ocfs6hy.png,5.1,a,A,B,C,D
https://i.imgur.com/e5F9BhU.png,5.1,b,A,B,C,D
https://i.imgur.com/TExHrKF.png,19.1,c,A,B,C,D
https://i.imgur.com/qVIM95R.png,16.1,b,A,B,C,D
https://i.imgur.com/7y7FEdJ.png,2.9,d,A,B,C,D
https://i.imgur.com/LaL5KTU.png,5.1,b,A,B,C,D
https://i.imgur.com/EtWIxSz.png,5.1,b,A,B,C,D
https://i.imgur.com/YtMPpZw.png,5.1,b,A,B,C,D
https://i.imgur.com/OD5R6BY.png,5.1,a,A,B,C,D
https://i.imgur.com/vChwXUT.png,5.1,c,A,B,C,D
https://i.imgur.com/bzTdBiZ.png,7.1,d,A,B,C,D
https://i.imgur.com/8aBuNje.png,16.1,a,A,B,C,D
https://i.imgur.com/ILrfv0s.png,15.1,a,A,B,C,D
https://i.imgur.com/DrPZuGe.png,2.9,a,A,B,C,D
https://i.imgur.com/e0J9nir.png,10.1,b,A,B,C,D
https://i.imgur.com/h8HLVuP.png,15.1,a,A,B,C,D
https://i.imgur.com/SrOgQJe.png,16.1,a,A,B,C,D
https://i.imgur.com/iLOzN07.png,4.1,b,A,B,C,D
https://i.imgur.com/eyYhnSw.png,15.1,b,A,B,C,D
https://i.imgur.com/GA9s42g.png,2.9,b,A,B,C,D
https://i.imgur.com/KbsomAm.png,16.1,b,A,B,C,D
https://i.imgur.com/F77Zn0k.png,16.1,b,A,B,C,D
https://i.imgur.com/L2WBaFn.png,15.1,c,A,B,C,D
https://i.imgur.com/begYz2H.png,16.1,c,A,B,C,D
https://i.imgur.com/eSzx8FZ.png,21.1,d,A,B,C,D
https://i.imgur.com/9TU9Ntq.png,3.4,a,A,B,C,D
https://i.imgur.com/HMKdNyy.png,1.1,c,A,B,C,D
https://i.imgur.com/JCgqX0O.png,1.4,b,A,B,C,D
https://i.imgur.com/jXXcI4w.png,13.1,a,A,B,C,D
https://i.imgur.com/4YaElry.png,1.3,c,A,B,C,D
https://i.imgur.com/hhknxUx.png,1.4,c,A,B,C,D
