QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/4u3a0Fp.png,b,2.1,A,B,C,D
https://i.imgur.com/sesdi1e.png,c,2.1,A,B,C,D
https://i.imgur.com/pBLHbat.png,b,2.1,A,B,C,D
https://i.imgur.com/7yYoRS5.png,b,2.1,A,B,C,D
https://i.imgur.com/MofixkR.png,c,2.1,A,B,C,D
https://i.imgur.com/1t0y4tP.png,c,2.1,A,B,C,D
https://i.imgur.com/MN8fUdh.png,b,2.1,A,B,C,D
https://i.imgur.com/mWrdWjg.png,d,2.1,A,B,C,D
https://i.imgur.com/TPwuHSK.png,a,2.1,A,B,C,D
https://i.imgur.com/MnqOcT3.png,b,7.1,A,B,C,D
https://i.imgur.com/pDSJ5qk.png,c,7.1,A,B,C,D
https://i.imgur.com/jlwnXlP.png,c,7.1,A,B,C,D
https://i.imgur.com/fetiUak.png,c,7.1,A,B,C,D
https://i.imgur.com/47O0vas.png,b,7.1,A,B,C,D
https://i.imgur.com/4Sv7HV1.png,d,7.1,A,B,C,D
https://i.imgur.com/tIooxFg.png,a,7.1,A,B,C,D
https://i.imgur.com/PtAcfHn.png,b,3.4,A,B,C,D
https://i.imgur.com/NwmYXTj.png,a,3.4,A,B,C,D
https://i.imgur.com/uOUjSMi.png,a,4.1,A,B,C,D
https://i.imgur.com/5iWH9uY.png,b,22.1,A,B,C,D
https://i.imgur.com/ywAc9DH.png,b,22.1,A,B,C,D
https://i.imgur.com/U9JIvou.png,b,17.1,A,B,C,D
https://i.imgur.com/4nbtj34.png,a,17.1,A,B,C,D
https://i.imgur.com/Pj8bxy6.png,a,5.1,A,B,C,D
https://i.imgur.com/LESQWqe.png,d,2.9,A,B,C,D
https://i.imgur.com/hEqE1md.png,a,18.1,A,B,C,D
https://i.imgur.com/VFz5iPZ.png,d,18.1,A,B,C,D
https://i.imgur.com/YeCUYPd.png,a,11.1,A,B,C,D
https://i.imgur.com/27bSjLx.png,d,15.1,A,B,C,D
https://i.imgur.com/EFM7jFQ.png,a,17.1,A,B,C,D
https://i.imgur.com/sPg4dCT.png,a,9.1,A,B,C,D
https://i.imgur.com/FEfztSn.png,a,19.1,A,B,C,D
https://i.imgur.com/2tNTAfp.png,d,17.1,A,B,C,D
https://i.imgur.com/wMvyMI2.png,a,17.1,A,B,C,D
https://i.imgur.com/aglGene.png,b,17.1,A,B,C,D
https://i.imgur.com/nAOQbY5.png,d,17.1,A,B,C,D
https://i.imgur.com/OoGe5gO.png,b,17.1,A,B,C,D
https://i.imgur.com/0yLNDQX.png,b,16.1,A,B,C,D
https://i.imgur.com/AcpVGd7.png,d,10.1,A,B,C,D
https://i.imgur.com/fKT15NI.png,c,10.1,A,B,C,D
https://i.imgur.com/t8bmo4U.png,c,2.9,A,B,C,D
https://i.imgur.com/CNMO1oi.png,c,20.1,A,B,C,D
https://i.imgur.com/LLuXpc5.png,a,17.1,A,B,C,D
https://i.imgur.com/yDscC41.png,c,4.1,A,B,C,D
https://i.imgur.com/sdBDQ7h.png,d,1.2,A,B,C,D
https://i.imgur.com/S5iUrEd.png,d,1.2,A,B,C,D
https://i.imgur.com/P8q0EBY.png,b,3.2,A,B,C,D
https://i.imgur.com/YIxeqr6.png,d,1.1,A,B,C,D
https://i.imgur.com/v6q57XX.png,b,1.4,A,B,C,D
https://i.imgur.com/tr0GCs8.png,b,5.1,A,B,C,D
