QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/Vs0MlVl.png,2.1,b,A,B,C,D
https://i.imgur.com/DobI0PE.png,2.1,b,A,B,C,D
https://i.imgur.com/ihEQzYS.png,2.1,b,A,B,C,D
https://i.imgur.com/3xANLPv.png,2.1,b,A,B,C,D
https://i.imgur.com/une7vjc.png,2.1,c,A,B,C,D
https://i.imgur.com/qka64Jw.png,2.1,c,A,B,C,D
https://i.imgur.com/EC6IBb8.png,2.1,d,A,B,C,D
https://i.imgur.com/cG7R81M.png,2.1,c,A,B,C,D
https://i.imgur.com/o2kGJMb.png,2.1,a,A,B,C,D
https://i.imgur.com/IGY8www.png,2.1,a,A,B,C,D
https://i.imgur.com/xaPVAUU.png,7.1,b,A,B,C,D
https://i.imgur.com/G0OQIks.png,7.1,d,A,B,C,D
https://i.imgur.com/9Ma3492.png,7.1,c,A,B,C,D
https://i.imgur.com/U0FQ8iO.png,7.1,b,A,B,C,D
https://i.imgur.com/6GZCXKx.png,7.1,b,A,B,C,D
https://i.imgur.com/cQJXHjE.png,7.1,a,A,B,C,D
https://i.imgur.com/D9lyOWt.png,7.1,d,A,B,C,D
https://i.imgur.com/FumvkXs.png,7.1,b,A,B,C,D
https://i.imgur.com/DsoLKu9.png,15.1,a,A,B,C,D
https://i.imgur.com/9UCnw7v.png,19.1,d,A,B,C,D
https://i.imgur.com/D4AWC1y.png,16.1,b,A,B,C,D
https://i.imgur.com/bvAuDaC.png,4.1,c,A,B,C,D
https://i.imgur.com/COxUaTK.png,5.1,a,A,B,C,D
https://i.imgur.com/kml7QiG.png,5.1,b,A,B,C,D
https://i.imgur.com/VM7GeKg.png,5.1,c,A,B,C,D
https://i.imgur.com/2b8KYcG.png,10.1,d,A,B,C,D
https://i.imgur.com/CbJ6ZyK.png,15.1,a,A,B,C,D
https://i.imgur.com/5clGN5o.png,13.1,a,A,B,C,D
https://i.imgur.com/l4RBvNK.png,19.1,a,A,B,C,D
https://i.imgur.com/PnxJmk9.png,4.1,b,A,B,C,D
https://i.imgur.com/KUwUzQD.png,17.1,c,A,B,C,D
https://i.imgur.com/EbYJt3A.png,15.1,b,A,B,C,D
https://i.imgur.com/G8041H9.png,18.1,d,A,B,C,D
https://i.imgur.com/i2Is9Im.png,3.4,c,A,B,C,D
https://i.imgur.com/Jbo1rfv.png,15.1,b,A,B,C,D
https://i.imgur.com/lWkuPof.png,15.1,d,A,B,C,D
https://i.imgur.com/gNWtfeX.png,9.1,c,A,B,C,D
https://i.imgur.com/r8xqj6Y.png,19.1,d,A,B,C,D
https://i.imgur.com/oNKlKF1.png,16.1,d,A,B,C,D
https://i.imgur.com/A5Zx7pH.png,5.1,d,A,B,C,D
https://i.imgur.com/03690mc.png,5.1,c,A,B,C,D
https://i.imgur.com/CZmbBEM.png,5.1,c,A,B,C,D
https://i.imgur.com/kz6Ffte.png,5.1,d,A,B,C,D
https://i.imgur.com/jXveRWp.png,10.1,d,A,B,C,D
https://i.imgur.com/RidjSGm.png,11.1,c,A,B,C,D
https://i.imgur.com/QHCHn7d.png,21.1,c,A,B,C,D
https://i.imgur.com/NT6nFIt.png,1.5,c,A,B,C,D
https://i.imgur.com/BdXXuno.png,1.3,b,A,B,C,D
https://i.imgur.com/lTA13pz.png,17.1,b,A,B,C,D
