QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/ySVDmjf.png,2.1,d,A,B,C,D
https://i.imgur.com/n5TG6JK.png,2.1,c,A,B,C,D
https://i.imgur.com/QVcjH99.png,2.1,d,A,B,C,D
https://i.imgur.com/WGfqJZW.png,2.1,b,A,B,C,D
https://i.imgur.com/mNrkPBg.png,2.1,c,A,B,C,D
https://i.imgur.com/lxuvrrG.png,2.1,c,A,B,C,D
https://i.imgur.com/L14uL3r.png,2.1,c,A,B,C,D
https://i.imgur.com/fp2n6jl.png,2.1,b,A,B,C,D
https://i.imgur.com/cVaEYnR.png,2.1,c,A,B,C,D
https://i.imgur.com/A2xdZaF.png,2.1,a,A,B,C,D
https://i.imgur.com/Wm2bF9w.png,7.1,d,A,B,C,D
https://i.imgur.com/EVGTu0n.png,7.1,b,A,B,C,D
https://i.imgur.com/WG9hKSP.png,7.1,a,A,B,C,D
https://i.imgur.com/3Mdn1kf.png,7.1,a,A,B,C,D
https://i.imgur.com/TVOMlMS.png,7.1,a,A,B,C,D
https://i.imgur.com/gf9oPeP.png,7.1,a,A,B,C,D
https://i.imgur.com/MaTPYBR.png,7.1,b,A,B,C,D
https://i.imgur.com/wl3Fqxq.png,7.1,a,A,B,C,D
https://i.imgur.com/NxFXlAS.png,15.1,a,A,B,C,D
https://i.imgur.com/QF02RUD.png,1.2,c,A,B,C,D
https://i.imgur.com/0LdEfoQ.png,15.1,a,A,B,C,D
https://i.imgur.com/wgvMDJB.png,9.1,a,A,B,C,D
https://i.imgur.com/voHejct.png,3.4,a,A,B,C,D
https://i.imgur.com/EISH27E.png,10.1,d,A,B,C,D
https://i.imgur.com/CexHglp.png,5.1,d,A,B,C,D
https://i.imgur.com/Zizh3Jt.png,5.1,c,A,B,C,D
https://i.imgur.com/Gy3JX0M.png,5.1,b,A,B,C,D
https://i.imgur.com/E7Wahjk.png,19.1,a,A,B,C,D
https://i.imgur.com/HdQZVJB.png,19.1,c,A,B,C,D
https://i.imgur.com/7DD6ckF.png,11.1,b,A,B,C,D
https://i.imgur.com/rQ3IyHk.png,17.1,c,A,B,C,D
https://i.imgur.com/8MV4KyM.png,5.1,b,A,B,C,D
https://i.imgur.com/oEV7l5C.png,5.1,d,A,B,C,D
https://i.imgur.com/1wXoRw1.png,5.1,c,A,B,C,D
https://i.imgur.com/92TzmPo.png,10.1,d,A,B,C,D
https://i.imgur.com/ZL6iiLA.png,5.1,c,A,B,C,D
https://i.imgur.com/obyh2yO.png,4.1,c,A,B,C,D
https://i.imgur.com/lvwiOkk.png,1.3,c,A,B,C,D
https://i.imgur.com/e8pLmKc.png,1.5,a,A,B,C,D
https://i.imgur.com/yBCYa9v.png,13.1,d,A,B,C,D
https://i.imgur.com/ZsFDPU3.png,1.4,b,A,B,C,D
https://i.imgur.com/yAaKKeM.png,13.1,a,A,B,C,D
https://i.imgur.com/mdxSOk4.png,1.4,d,A,B,C,D
https://i.imgur.com/xC801or.png,17.1,d,A,B,C,D
https://i.imgur.com/pIWLgUw.png,18.1,c,A,B,C,D
https://i.imgur.com/ZSbwIE1.png,18.1,c,A,B,C,D
https://i.imgur.com/v5X2NZl.png,17.1,c,A,B,C,D
https://i.imgur.com/NG36jDS.png,5.1,a,A,B,C,D
