QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/mKsCS6y.png,2.1,b,A,B,C,D
https://i.imgur.com/CqemZob.png,2.1,d,A,B,C,D
https://i.imgur.com/YUD2b2y.png,2.1,a,A,B,C,D
https://i.imgur.com/AbQwrU2.png,2.1,b,A,B,C,D
https://i.imgur.com/WNKCF91.png,2.1,b,A,B,C,D
https://i.imgur.com/2jM2ufJ.png,2.1,a,A,B,C,D
https://i.imgur.com/Wr7iM6k.png,2.1,b,A,B,C,D
https://i.imgur.com/gWUGD49.png,2.1,c,A,B,C,D
https://i.imgur.com/7vCx9z1.png,2.1,a,A,B,C,D
https://i.imgur.com/ddy0CNl.png,2.1,b,A,B,C,D
https://i.imgur.com/K497bCW.png,7.1,c,A,B,C,D
https://i.imgur.com/4LgxOC8.png,7.1,d,A,B,C,D
https://i.imgur.com/rWxbl38.png,7.1,c,A,B,C,D
https://i.imgur.com/DBqI8Pk.png,7.1,c,A,B,C,D
https://i.imgur.com/cWiGNCc.png,7.1,d,A,B,C,D
https://i.imgur.com/c8HCknw.png,7.1,d,A,B,C,D
https://i.imgur.com/VaL8A0U.png,7.1,a,A,B,C,D
https://i.imgur.com/VDWnNG7.png,7.1,d,A,B,C,D
https://i.imgur.com/HrSZa1C.png,2.9,c,A,B,C,D
https://i.imgur.com/dVfQtYB.png,15.1,b,A,B,C,D
https://i.imgur.com/4ooUrWR.png,9.1,b,A,B,C,D
https://i.imgur.com/XziofAu.png,2.9,b,A,B,C,D
https://i.imgur.com/Zzysy8f.png,10.1,a,A,B,C,D
https://i.imgur.com/3eOu6Be.png,10.1,c,A,B,C,D
https://i.imgur.com/zBkN0bq.png,2.9,c,A,B,C,D
https://i.imgur.com/4z5QDe2.png,4.1,a,A,B,C,D
https://i.imgur.com/XqkwCsa.png,20.1,b,A,B,C,D
https://i.imgur.com/DSoD5Ot.png,16.1,a,A,B,C,D
https://i.imgur.com/RkUGzSo.png,19.1,c,A,B,C,D
https://i.imgur.com/dioJeSr.png,17.1,d,A,B,C,D
https://i.imgur.com/YUciAfz.png,17.1,a,A,B,C,D
https://i.imgur.com/HOvMdLO.png,17.1,a,A,B,C,D
https://i.imgur.com/Uor5VQk.png,17.1,c,A,B,C,D
https://i.imgur.com/aKGMcEe.png,15.1,c,A,B,C,D
https://i.imgur.com/ob8UMv3.png,2.9,a,A,B,C,D
https://i.imgur.com/rrlIpkB.png,2.9,b,A,B,C,D
https://i.imgur.com/o5ptwBf.png,2.9,b,A,B,C,D
https://i.imgur.com/sxwG5BH.png,14.1,c,A,B,C,D
https://i.imgur.com/pKeUTAC.png,1.4,c,A,B,C,D
https://i.imgur.com/lkaCPb8.png,16.1,d,A,B,C,D
https://i.imgur.com/QECm6bF.png,1.5,a,A,B,C,D
https://i.imgur.com/pzW8CEX.png,15.1,c,A,B,C,D
https://i.imgur.com/3hjjg0r.png,11.1,b,A,B,C,D
https://i.imgur.com/dECXWEe.png,11.1,b,A,B,C,D
https://i.imgur.com/Cm10daK.png,1.2,c,A,B,C,D
https://i.imgur.com/GcKcafG.png,17.1,b,A,B,C,D
https://i.imgur.com/P9LIwlD.png,5.1,a,A,B,C,D
https://i.imgur.com/DYxdJau.png,5.1,a,A,B,C,D
https://i.imgur.com/6QT5UQ5.png,5.1,a,A,B,C,D
https://i.imgur.com/TLjPquW.png,5.1,b,A,B,C,D
