QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/9g5hc46.png,c,2.1,A,B,C,D
https://i.imgur.com/X6fn8fl.png,c,2.1,A,B,C,D
https://i.imgur.com/DwCMV5G.png,b,2.1,A,B,C,D
https://i.imgur.com/GOYm4GO.png,b,7.1,A,B,C,D
https://i.imgur.com/5C3rn31.png,d,7.1,A,B,C,D
https://i.imgur.com/0FFi4fP.png,b,7.1,A,B,C,D
https://i.imgur.com/E7ObQyL.png,c,15.1,A,B,C,D
https://i.imgur.com/Si6WUYV.png,c,17.1,A,B,C,D
https://i.imgur.com/GvmxAnm.png,b,14.1,A,B,C,D
https://i.imgur.com/8V6fqne.png,b,9.1,A,B,C,D
https://i.imgur.com/H4aMJFU.png,c,22.1,A,B,C,D
https://i.imgur.com/ZbuFlsI.png,b,9.1,A,B,C,D
https://i.imgur.com/BaY8o9W.png, c,15.1,A,B,C,D
https://i.imgur.com/UMwx5kA.png,c,2.9,A,B,C,D
https://i.imgur.com/fk1Wyqg.png,d,2.9,A,B,C,D
https://i.imgur.com/Y6BtlAp.png,b,18.1,A,B,C,D
https://i.imgur.com/AyywBn0.png,c,17.1,A,B,C,D
https://i.imgur.com/l0oBnxz.png,b,5.1,A,B,C,D
https://i.imgur.com/h6eE4eF.png,b,5.1,A,B,C,D
https://i.imgur.com/6ZRGEYA.png,b,11.1,A,B,C,D
https://i.imgur.com/mwmW6eb.png,b,19.1,A,B,C,D
https://i.imgur.com/qHXLjKI.png,c,3.4,A,B,C,D
https://i.imgur.com/1cLkY0V.png,c,1.4,A,B,C,D
https://i.imgur.com/Qad6ILC.png,a,15.1,A,B,C,D
https://i.imgur.com/QgXOrvS.png,b,5.1,A,B,C,D
