QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/EhgrVVZ.png,a,5.1,A,B,C,D
https://i.imgur.com/osvd8fY.png,c,16.1,A,B,C,D
https://i.imgur.com/IlWLrSM.png,d,17.1,A,B,C,D
https://i.imgur.com/3GMTP7k.png,b,17.1,A,B,C,D
https://i.imgur.com/IUro10r.png,b,22.1,A,B,C,D
https://i.imgur.com/vRMuQjD.png,c,19.1,A,B,C,D
https://i.imgur.com/hOAwHYX.png,a,20.1,A,B,C,D
https://i.imgur.com/j1WtApq.png,b,11.1,A,B,C,D
https://i.imgur.com/PUFnDHU.png,c,20.1,A,B,C,D
https://i.imgur.com/k60LvHC.png,b,9.1,A,B,C,D
https://i.imgur.com/UNFaJDc.png,b,2.1,A,B,C,D
https://i.imgur.com/jbl1fv1.png,d,2.1,A,B,C,D
https://i.imgur.com/vxTVipR.png,d,2.1,A,B,C,D
https://i.imgur.com/upb3qAV.png,a,1.5,A,B,C,D
https://i.imgur.com/nje502C.png,b,15.1,A,B,C,D
https://i.imgur.com/dlSXKmx.png,a,14.1,A,B,C,D
https://i.imgur.com/dfP9gCJ.png,d,3.4,A,B,C,D
https://i.imgur.com/1fVcbvH.png,a,17.1,A,B,C,D
https://i.imgur.com/6D27rS1.png,a,17.1,A,B,C,D
https://i.imgur.com/JazMokw.png,b,17.1,A,B,C,D
https://i.imgur.com/cG4lLqh.png,d,7.1,A,B,C,D
https://i.imgur.com/KisagXd.png,d,7.1,A,B,C,D
