QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/W9lQFsO.png,a,2.1,A,B,C,D
https://i.imgur.com/W8qbXVK.png,b,2.1,A,B,C,D
https://i.imgur.com/18BVBHx.png,c,2.1,A,B,C,D
https://i.imgur.com/9lj0jIN.png,b,2.1,A,B,C,D
https://i.imgur.com/n7hpqup.png,c,2.1,A,B,C,D
https://i.imgur.com/JXZu5Rg.png,d,2.1,A,B,C,D
https://i.imgur.com/8n8cjf8.png,c,2.1,A,B,C,D
https://i.imgur.com/tfzPDau.png,a,2.1,A,B,C,D
https://i.imgur.com/suPg4a2.png,a,7.1,A,B,C,D
https://i.imgur.com/NXEBJkb.png,c,7.1,A,B,C,D
https://i.imgur.com/BRuAufd.png,c,7.1,A,B,C,D
https://i.imgur.com/Rzsg8eh.png,a,7.1,A,B,C,D
https://i.imgur.com/OF6ylo0.png,b,7.1,A,B,C,D
https://i.imgur.com/jsmLeC0.png,a,7.1,A,B,C,D
https://i.imgur.com/OilKA62.png,d,7.1,A,B,C,D
https://i.imgur.com/A2MiC2R.png,d,7.1,A,B,C,D
https://i.imgur.com/Fjx45OF.png,b,7.1,A,B,C,D
https://i.imgur.com/PlJcT7r.png,a,7.1,A,B,C,D
https://i.imgur.com/JEGKHUl.png,a,5.1,A,B,C,D
https://i.imgur.com/VhSXyvO.png,b,5.1,A,B,C,D
https://i.imgur.com/YWVDPNI.png,d,5.1,A,B,C,D
https://i.imgur.com/Of53utc.png,c,22.1,A,B,C,D
https://i.imgur.com/lTJWyXe.png,b,16.1,A,B,C,D
https://i.imgur.com/3qYofN9.png,b,2.1,A,B,C,D
https://i.imgur.com/JlL2gCl.png,b,4.1,A,B,C,D
https://i.imgur.com/cjI2jza.png,b,14.1,A,B,C,D
https://i.imgur.com/6uTAryO.png,c,2.9,A,B,C,D
https://i.imgur.com/ZmyutUh.png,d,17.1,A,B,C,D
https://i.imgur.com/bbMDL9a.png,d,16.1,A,B,C,D
https://i.imgur.com/rmJTzWq.png,b,16.1,A,B,C,D
https://i.imgur.com/anNvY2p.png,c,16.1,A,B,C,D
https://i.imgur.com/hOakPFQ.png,c,10.1,A,B,C,D
https://i.imgur.com/PJZzLK9.png,d,10.1,A,B,C,D
https://i.imgur.com/fc9NWJx.png,b,19.1,A,B,C,D
https://i.imgur.com/st7CuFZ.png,b,15.1,A,B,C,D
https://i.imgur.com/xY9zozk.png,b,1.5,A,B,C,D
https://i.imgur.com/vI2ufKa.png,c,9.1,A,B,C,D
https://i.imgur.com/UkIVvmZ.png,b,16.1,A,B,C,D
https://i.imgur.com/zItVjEP.png,d,*,A,B,C,D
https://i.imgur.com/I1TcPcf.png,a,17.1,A,B,C,D
https://i.imgur.com/3dIGx91.png,c,1.2,A,B,C,D
https://i.imgur.com/i5xS5O8.png,a,4.1,A,B,C,D
https://i.imgur.com/DlsplTI.png,a,1.1,A,B,C,D
https://i.imgur.com/hwhXy7K.png,c,*,A,B,C,D
https://i.imgur.com/gvFeUSO.png,a,3.4,A,B,C,D
https://i.imgur.com/We3sHJG.png,d,1.3,A,B,C,D
https://i.imgur.com/SXhYub3.png,c,17.1,A,B,C,D
https://i.imgur.com/VNEWvCD.png,c,17.1,A,B,C,D
https://i.imgur.com/JEXiutS.png,a,16.1,A,B,C,D
