QuestionLink,category,correct,optionA,optionB,optionC,optionD
https://i.imgur.com/PhOIK3B.png,2.1,c,A,B,C,D
https://i.imgur.com/5JXfRkm.png,2.1,c,A,B,C,D
https://i.imgur.com/VZgHzKc.png,2.1,d,A,B,C,D
https://i.imgur.com/c6EeZUd.png,2.1,a,A,B,C,D
https://i.imgur.com/UCywJpG.png,2.1,c,A,B,C,D
https://i.imgur.com/xSrqdxy.png,2.1,c,A,B,C,D
https://i.imgur.com/3vF6hrU.png,2.1,b,A,B,C,D
https://i.imgur.com/nHZViEk.png,2.1,a,A,B,C,D
https://i.imgur.com/1zzKBiY.png,2.1,b,A,B,C,D
https://i.imgur.com/kcIrY8D.png,2.1,d,A,B,C,D
https://i.imgur.com/Vx5UmPg.png,7.1,c,A,B,C,D
https://i.imgur.com/FYTU9CX.png,7.1,d,A,B,C,D
https://i.imgur.com/a7Knelx.png,7.1,c,A,B,C,D
https://i.imgur.com/glyEcoM.png,7.1,c,A,B,C,D
https://i.imgur.com/g1iKp6T.png,7.1,d,A,B,C,D
https://i.imgur.com/jKfsh7L.png,7.1,c,A,B,C,D
https://i.imgur.com/7q0OCuc.png,7.1,c,A,B,C,D
https://i.imgur.com/yp9rLRi.png,11.1,b,A,B,C,D
https://i.imgur.com/qQisxZs.png,7.1,b,A,B,C,D
https://i.imgur.com/2CugGLd.png,7.1,c,A,B,C,D
https://i.imgur.com/CESkgHZ.png,5.1,c,A,B,C,D
https://i.imgur.com/AdSJmmR.png,5.1,d,A,B,C,D
https://i.imgur.com/96fXVLN.png,5.1,d,A,B,C,D
https://i.imgur.com/rCET3k3.png,5.1,d,A,B,C,D
https://i.imgur.com/dJI7me1.png,9.1,b,A,B,C,D
https://i.imgur.com/GwANUwY.png,9.1,c,A,B,C,D
https://i.imgur.com/kfaLOEy.png,15.1,d,A,B,C,D
https://i.imgur.com/LvRITig.png,16.1,c,A,B,C,D
https://i.imgur.com/o1F3FVe.png,10.1,d,A,B,C,D
https://i.imgur.com/Ue3aiqK.png,10.1,a,A,B,C,D
https://i.imgur.com/gaooEFa.png,13.1,b,A,B,C,D
https://i.imgur.com/EkP6oLk.png,13.1,c,A,B,C,D
https://i.imgur.com/IN0e7Y2.png,17.1,d,A,B,C,D
https://i.imgur.com/EFHcP2o.png,17.1,a,A,B,C,D
https://i.imgur.com/amxve66.png,17.1,b,A,B,C,D
https://i.imgur.com/BjR6Z3M.png,17.1,b,A,B,C,D
https://i.imgur.com/3Oz1kyN.png,17.1,a,A,B,C,D
https://i.imgur.com/LRbgARM.png,17.1,a,A,B,C,D
https://i.imgur.com/wvjm1vU.png,15.1,c,A,B,C,D
https://i.imgur.com/QuURo40.png,13.1,c,A,B,C,D
https://i.imgur.com/OeP2bZS.png,14.1,a,A,B,C,D
https://i.imgur.com/fOeKJKG.png,9.1,c,A,B,C,D
https://i.imgur.com/nuFMqg9.png,4.1,c,A,B,C,D
https://i.imgur.com/u75sYZl.png,16.1,d,A,B,C,D
https://i.imgur.com/Y5VZJQr.png,1.5,a,A,B,C,D
https://i.imgur.com/gf6wzps.png,1.4,d,A,B,C,D
https://i.imgur.com/ZQ2tPSb.png,11.1,c,A,B,C,D
https://i.imgur.com/8awmdep.png,1.1,b,A,B,C,D
https://i.imgur.com/vniM2u2.png,5.1,b,A,B,C,D
