QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/jTu6BIE.png,a,1.3,A,B,C,D
https://i.imgur.com/MdkItVE.png,b,1.3,A,B,C,D
https://i.imgur.com/J9qWRud.png,c,10.1,A,B,C,D
https://i.imgur.com/BS14Lqy.png,d,10.1,A,B,C,D
https://i.imgur.com/WDFyrg1.png,c,2.9,A,B,C,D
https://i.imgur.com/DkWnP9w.png,a,2.9,A,B,C,D
https://i.imgur.com/Tz75yCd.png,a,2.9,A,B,C,D
https://i.imgur.com/PwCq2LK.png,b,2.9,A,B,C,D
https://i.imgur.com/Zwq1LEM.png,c,17.1,A,B,C,D
https://i.imgur.com/B0RoZt0.png,b,17.1,A,B,C,D
https://i.imgur.com/tBcdPWI.png,b,1.2,A,B,C,D
https://i.imgur.com/6LftqUR.png,c,1.2,A,B,C,D
https://i.imgur.com/Jq03qKJ.png,d,23.1,A,B,C,D
https://i.imgur.com/H8Vqtgs.png,a,23.1,A,B,C,D
https://i.imgur.com/0TjiqvO.png,d,7.1,A,B,C,D
https://i.imgur.com/ikMIS83.png,d,7.1,A,B,C,D
https://i.imgur.com/8ZzZkyO.png,c,7.1,A,B,C,D
https://i.imgur.com/HINl37V.png,a,7.1,A,B,C,D
https://i.imgur.com/UY49qAj.png,d,7.1,A,B,C,D
https://i.imgur.com/FRcp3Ft.png,d,7.1,A,B,C,D
https://i.imgur.com/LcCQP7h.png,d,11.1,A,B,C,D
https://i.imgur.com/nPPy5Xa.png,c,11.1,A,B,C,D
https://i.imgur.com/XOFzKZT.png,b,4.1,A,B,C,D
https://i.imgur.com/Nd6TNTY.png,d,1.3,A,B,C,D
https://i.imgur.com/Ww0Gr4h.png,d,19.1,A,B,C,D
https://i.imgur.com/M0IIhWk.png,b,2.1,A,B,C,D
https://i.imgur.com/YCdhPMd.png,a,2.1,A,B,C,D
https://i.imgur.com/sXAIfw9.png,d,2.1,A,B,C,D
https://i.imgur.com/cD1qpzr.png,a,2.1,A,B,C,D
https://i.imgur.com/C8Om97R.png,a,2.1,A,B,C,D
https://i.imgur.com/2x0azpj.png,c,2.1,A,B,C,D
https://i.imgur.com/k2W1esm.png,a,9.1,A,B,C,D
https://i.imgur.com/Vvo89BZ.png,c,16.1,A,B,C,D
https://i.imgur.com/eaSU91G.png,c,15.1,A,B,C,D
https://i.imgur.com/a7fltM2.png,a,16.1,A,B,C,D
https://i.imgur.com/6zDVVCM.png,b,16.1,A,B,C,D
https://i.imgur.com/DwtQJ8G.png,b,15.1,A,B,C,D
https://i.imgur.com/Ku3qX9z.png,b,5.1,A,B,C,D
https://i.imgur.com/nVlg7dJ.png,a,5.1,A,B,C,D
https://i.imgur.com/BJXqzBB.png,b,17.1,A,B,C,D
https://i.imgur.com/G4ar0ej.png,d,17.1,A,B,C,D
https://i.imgur.com/iERl971.png,c,9.1,A,B,C,D
https://i.imgur.com/2tFpgqJ.png,a,16.1,A,B,C,D
https://i.imgur.com/aHB8P5U.png,a,15.1,A,B,C,D
https://i.imgur.com/3AXZ5Fd.png,c,1.5,A,B,C,D
https://i.imgur.com/GsJOckO.png,c,1.1,A,B,C,D
https://i.imgur.com/IpMvLJe.png,b,1.1,A,B,C,D
https://i.imgur.com/7AXOHKx.png,c,15.1,A,B,C,D
https://i.imgur.com/IXFgTJR.png,b,16.1,A,B,C,D
https://i.imgur.com/L8HAEJj.png,c,1.5,A,B,C,D
