QuestionLink,correct,category,optionA,optionB,optionC,optionD
https://i.imgur.com/xDyRAVL.png,c,2.1,A,B,C,D
https://i.imgur.com/E1JSxPB.png,c,2.1,A,B,C,D
https://i.imgur.com/cvs8OMn.png,a,2.1,A,B,C,D
https://i.imgur.com/ICyFobG.png,c,2.1,A,B,C,D
https://i.imgur.com/A5ULu0P.png,d,2.1,A,B,C,D
https://i.imgur.com/2Ih1gpC.png,c,2.1,A,B,C,D
https://i.imgur.com/v4IBnnB.png,c,2.1,A,B,C,D
https://i.imgur.com/ZFrOght.png,c,2.1,A,B,C,D
https://i.imgur.com/ed5DAc8.png,d,2.1,A,B,C,D
https://i.imgur.com/mvM3tRx.png,a,2.1,A,B,C,D
https://i.imgur.com/n5r9nie.png,c,7.1,A,B,C,D
https://i.imgur.com/DGeiI03.png,c,2.1,A,B,C,D
https://i.imgur.com/WXeLE16.png,a,2.1,A,B,C,D
https://i.imgur.com/9H1NhOC.png,d,2.1,A,B,C,D
https://i.imgur.com/V2M7T3m.png,d,2.1,A,B,C,D
https://i.imgur.com/I82K9gT.png,c,2.1,A,B,C,D
https://i.imgur.com/gnTs1t1.png,d,2.1,A,B,C,D
https://i.imgur.com/rkStziU.png,c,2.1,A,B,C,D
https://i.imgur.com/t3tgdjH.png,b,16.1,A,B,C,D
https://i.imgur.com/JARFXBJ.png,a,16.1,A,B,C,D
https://i.imgur.com/ULoeMtS.png,d,2.9,A,B,C,D
https://i.imgur.com/mI9hJgx.png,a,16.1,A,B,C,D
https://i.imgur.com/oeutIIe.png,b,17.1,A,B,C,D
https://i.imgur.com/6fwAaE2.png,c,17.1,A,B,C,D
https://i.imgur.com/X0RxaZV.png,c,17.1,A,B,C,D
https://i.imgur.com/Vv7Jh44.png,a,1.5,A,B,C,D
https://i.imgur.com/UFIj6QS.png,c,14.1,A,B,C,D
https://i.imgur.com/J5cxq7c.png,b,19.1,A,B,C,D
https://i.imgur.com/Ubq7hL3.png,a,4.1,A,B,C,D
https://i.imgur.com/iMaqnpl.png,c,24.1,A,B,C,D
https://i.imgur.com/ol7vHd3.png,a,5.1,A,B,C,D
https://i.imgur.com/IYf6ano.png,d,9.1,A,B,C,D
https://i.imgur.com/mZbNQOJ.png,d,4.1,A,B,C,D
https://i.imgur.com/QP2btEL.png,b,5.1,A,B,C,D
https://i.imgur.com/CMrSJYY.png,d,2.1,A,B,C,D
https://i.imgur.com/riMEFdR.png,c,4.1,A,B,C,D
https://i.imgur.com/Ek2G8Zd.png,a,9.1,A,B,C,D
https://i.imgur.com/CofV133.png,a,9.1,A,B,C,D
https://i.imgur.com/pkHrEZh.png,d,16.1,A,B,C,D
https://i.imgur.com/qG6oNQ1.png,d,4.1,A,B,C,D
https://i.imgur.com/2J4pPGq.png,d,15.1,A,B,C,D
https://i.imgur.com/ZWKxN7c.png,a,17.1,A,B,C,D
https://i.imgur.com/CM6YBMa.png,b,17.1,A,B,C,D
https://i.imgur.com/jVyyh63.png,d,10.1,A,B,C,D
https://i.imgur.com/6sSMZRI.png,d,11.1,A,B,C,D
https://i.imgur.com/PXqY3N5.png,b,1.2,A,B,C,D
https://i.imgur.com/bPHRiF3.png,b,1.4,A,B,C,D
https://i.imgur.com/e8QGpPo.png,c,2.9,A,B,C,D
https://i.imgur.com/uLxWmqL.png,a,16.1,A,B,C,D
https://i.imgur.com/BCiVOij.png,b,5.1,A,B,C,D
