sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/PkoZjOz.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
2,a,https://i.imgur.com/3FV8AFy.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/q6bRf50.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/7qT8ifo.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
5,c,https://i.imgur.com/lHkm2sB.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
6,d,https://i.imgur.com/kAP7aeI.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
7,c,https://i.imgur.com/uX6leuV.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/kWf1Ltk.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
10,a,https://i.imgur.com/E8Vm181.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
11,a,https://i.imgur.com/JXZcEG2.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
12,d,https://i.imgur.com/TLGIZWD.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/RQajiRR.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/Zoms0dH.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
15,c,https://i.imgur.com/nix1AO1.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/tnGp1xU.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
17,c,https://i.imgur.com/ppSC3ny.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
18,a,https://i.imgur.com/ZAIfYzF.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
19,b,https://i.imgur.com/cyLgYXT.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
20,a,https://i.imgur.com/X1sToJz.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/tVhEK62.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
22,d,https://i.imgur.com/6p0yXmg.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
23,b,https://i.imgur.com/tfVvSG3.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
24,b,https://i.imgur.com/14onx6k.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
25,b,https://i.imgur.com/F2dz4Vo.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/zNmZI2o.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/PH2SIeg.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
28,b,https://i.imgur.com/sYF3qUw.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
29,d,https://i.imgur.com/7D97sMn.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
30,a,https://i.imgur.com/sdqzUPw.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
31,c,https://i.imgur.com/5cKD0s1.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
32,c,https://i.imgur.com/8xOtUXB.png,genral_science,A,B,C,D,11.1,SSC_GD,Hindi,JEN
