sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/yfghpji.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
2,a,https://i.imgur.com/xFG8TRr.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
3,c,https://i.imgur.com/vYZAK4B.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
4,a,https://i.imgur.com/Vlwmvwy.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
5,d,https://i.imgur.com/ZxCgu2N.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
6,b,https://i.imgur.com/YoaEZOd.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
7,c,https://i.imgur.com/c0FzE8t.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
8,a,https://i.imgur.com/WPmsGNR.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
9,b,https://i.imgur.com/kXFsPEM.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
10,d,https://i.imgur.com/1s9ErLm.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
11,d,https://i.imgur.com/jWj3phV.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
12,c,https://i.imgur.com/icTcLrM.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
13,d,https://i.imgur.com/lJtTIYI.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
14,d,https://i.imgur.com/zbvHnT4.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
15,b,https://i.imgur.com/PB3CB46.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
16,b,https://i.imgur.com/L3sqBmK.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
17,b,https://i.imgur.com/Lb6owa1.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
18,d,https://i.imgur.com/J8ncPGm.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
19,d,https://i.imgur.com/0Byf9ZA.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
20,b,https://i.imgur.com/UpMBcWr.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
21,d,https://i.imgur.com/GxcAjHG.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
22,a,https://i.imgur.com/IFcnQNB.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
23,d,https://i.imgur.com/zJu9A3C.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
24,d,https://i.imgur.com/PDdnVqm.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
25,d,https://i.imgur.com/9DJvRPl.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
26,c,https://i.imgur.com/oSZxrNa.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
27,c,https://i.imgur.com/yJPrh05.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
28,a,https://i.imgur.com/CfIjdNH.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
29,a,https://i.imgur.com/NZtb6tO.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
30,c,https://i.imgur.com/cZlhv9k.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
31,d,https://i.imgur.com/HnzGIvU.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
32,b,https://i.imgur.com/Ot5Dr8i.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
33,a,https://i.imgur.com/stvgazl.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
34,d,https://i.imgur.com/9bDFW38.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
35,d,https://i.imgur.com/Vb0rjHw.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
36,a,https://i.imgur.com/Vb2ibbm.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
37,c,https://i.imgur.com/CrDUIhk.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
38,c,https://i.imgur.com/A779Hyz.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
39,c,https://i.imgur.com/qWQR120.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
40,c,https://i.imgur.com/ORy4ZHr.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
41,a,https://i.imgur.com/Q0eyxtw.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
42,d,https://i.imgur.com/nSQ60SH.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
43,c,https://i.imgur.com/fENFxnU.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
44,b,https://i.imgur.com/DQcZs46.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
45,c,https://i.imgur.com/AnypW3R.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
46,c,https://i.imgur.com/s93CmW1.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
47,d,https://i.imgur.com/8G2efm5.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
48,d,https://i.imgur.com/u1N69Tb.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
49,c,https://i.imgur.com/wmx3enD.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
50,d,https://i.imgur.com/FjgSXSW.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
51,d,https://i.imgur.com/eZ6VrMO.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
52,a,https://i.imgur.com/tZbwnBZ.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
53,b,https://i.imgur.com/P7CYPDg.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
54,d,https://i.imgur.com/hDLMl8n.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
55,b,https://i.imgur.com/nBMabqe.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
56,a,https://i.imgur.com/xqg9lUf.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
57,b,https://i.imgur.com/fMPs4u9.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
58,b,https://i.imgur.com/1u9xhEr.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
59,c,https://i.imgur.com/T9I0iBM.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
60,d,https://i.imgur.com/dnM4nmc.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
61,a,https://i.imgur.com/JVxlOqr.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
62,a,https://i.imgur.com/JR2gyo2.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
63,a,https://i.imgur.com/4Y6XBGI.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
64,d,https://i.imgur.com/nEOJW2d.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
65,d,https://i.imgur.com/OHKeJuA.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
66,d,https://i.imgur.com/OoGiNQH.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
67,a,https://i.imgur.com/Wgk8vBY.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
68,b,https://i.imgur.com/1mHkM1N.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
69,d,https://i.imgur.com/HwirGhE.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
70,b,https://i.imgur.com/Iw0z9h2.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
71,b,https://i.imgur.com/zPfx5n9.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
72,c,https://i.imgur.com/Fq4B3Cl.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
73,d,https://i.imgur.com/Aimlmyg.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
74,b,https://i.imgur.com/FLFuPEe.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
75,d,https://i.imgur.com/a8fEMZ5.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
76,c,https://i.imgur.com/ILBcLme.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
77,a,https://i.imgur.com/FHGebzC.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
78,c,https://i.imgur.com/Wa6Srtu.png,genral_science,A,B,C,D,16.1,RRB_GROUP_D,Hindi,JEN
