sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,d,https://i.imgur.com/V420e5E.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/DMK6Cbw.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/3Mp4VCH.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
4,b,https://i.imgur.com/LnIRSvB.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
5,b,https://i.imgur.com/zVRziGw.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
6,d,https://i.imgur.com/nQ2NBfq.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
7,a,https://i.imgur.com/15ioTYb.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
8,d,https://i.imgur.com/xqzIvYY.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/N1FTPPr.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
10,a,https://i.imgur.com/s32rTZQ.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
11,b,https://i.imgur.com/xRxLeCm.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
12,c,https://i.imgur.com/225xDuA.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
13,c,https://i.imgur.com/SWHRbTs.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
14,b,https://i.imgur.com/MlYVsXG.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
15,a,https://i.imgur.com/hBcrNYx.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
16,d,https://i.imgur.com/vMrMP4X.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
18,b,https://i.imgur.com/LFmEr84.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
19,d,https://i.imgur.com/uZQGmfH.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/bd8hTSB.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/Qd4Qebs.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
22,a,https://i.imgur.com/5C0jodX.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
23,c,https://i.imgur.com/hlwcLFg.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/SryPvWM.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/iYzZZVL.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/ioVAGJ9.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
28,c,https://i.imgur.com/HNGT4RA.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
29,d,https://i.imgur.com/WnBhywq.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
30,d,https://i.imgur.com/U6zdnW4.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
31,d,https://i.imgur.com/37n2DEL.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/fi9Dm2y.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
33,d,https://i.imgur.com/E6gjef5.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/et24kv9.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
35,d,https://i.imgur.com/m5B4Spk.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/wSULMqT.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
37,b,https://i.imgur.com/uNJdKUb.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
38,a,https://i.imgur.com/EY9b4Ow.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
39,a,https://i.imgur.com/CxkFqEX.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
40,a,https://i.imgur.com/21JrWpF.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
41,a,https://i.imgur.com/V5JbF0a.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
42,a,https://i.imgur.com/ZuatBGa.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
43,d,https://i.imgur.com/PTUSvyF.png,genral_science,A,B,C,D,17.1,SSC_GD,Hindi,JEN
