sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/T03FpcC.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
2,c,https://i.imgur.com/BVkE77l.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/lPJPGgb.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
5,c,https://i.imgur.com/PQJiPjc.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
6,d,https://i.imgur.com/WlpbvDm.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
7,a,https://i.imgur.com/Kova4Xt.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
8,a,https://i.imgur.com/DJCygeY.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/DFmk8X4.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
10,c,https://i.imgur.com/DgIGvra.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/gfIqLy4.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
12,a,https://i.imgur.com/5b1NZF2.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/WGfNdOZ.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
14,c,https://i.imgur.com/PnTyhOT.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
15,c,https://i.imgur.com/RXXfnp1.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/0w1DhzF.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/mElyjRU.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
19,b,https://i.imgur.com/TyPUTi1.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/YrGIdc4.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/HrDtphX.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
22,d,https://i.imgur.com/fApWc62.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/xNDkIAt.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/fgjHTXz.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
26,d,https://i.imgur.com/uONR7My.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
27,b,https://i.imgur.com/DEK8ec2.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
28,c,https://i.imgur.com/wnQEW93.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
29,d,https://i.imgur.com/H2wOb4Q.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
30,d,https://i.imgur.com/SIYcRj5.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/6BwAsKw.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
33,c,https://i.imgur.com/UdwEnfT.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
34,c,https://i.imgur.com/Wnpx4Js.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
35,b,https://i.imgur.com/PjwBYnW.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/9mdwpe1.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
37,c,https://i.imgur.com/cQbi1EX.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
38,d,https://i.imgur.com/kyfnBbg.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
39,b,https://i.imgur.com/7iADGw6.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
40,a,https://i.imgur.com/yqZWcVs.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
41,b,https://i.imgur.com/vxBb3MF.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
42,b,https://i.imgur.com/FXAGGq7.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
43,a,https://i.imgur.com/9YsgFif.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
44,d,https://i.imgur.com/DNc2kFT.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
45,d,https://i.imgur.com/H4VqrKY.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
46,a,https://i.imgur.com/W7yrtLT.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
47,c,https://i.imgur.com/lcuySfY.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
48,c,https://i.imgur.com/WHt8UY9.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
49,a,https://i.imgur.com/AkjaCmJ.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
50,c,https://i.imgur.com/UpE9ZXl.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
51,c,https://i.imgur.com/wYmSwz6.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
52,c,https://i.imgur.com/nkhcRYb.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
53,d,https://i.imgur.com/6NNPfHn.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
54,c,https://i.imgur.com/1AZhJka.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
55,c,https://i.imgur.com/9gmM6AI.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
56,c,https://i.imgur.com/m755WAI.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
57,b,https://i.imgur.com/IjgutmJ.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
58,c,https://i.imgur.com/drZa6wp.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
59,a,https://i.imgur.com/wWNcpXP.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
60,c,https://i.imgur.com/iSr3QXQ.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
61,d,https://i.imgur.com/CDORww6.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
62,b,https://i.imgur.com/YJFdeGR.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
63,c,https://i.imgur.com/lyQRoOC.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
65,c,https://i.imgur.com/6OuMnYL.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
66,b,https://i.imgur.com/j7wd8Sn.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
67,c,https://i.imgur.com/lLPYWDh.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
68,a,https://i.imgur.com/CZtGleS.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
69,c,https://i.imgur.com/45aIxih.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
70,d,https://i.imgur.com/VHT4lcP.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
71,c,https://i.imgur.com/6DvRjh0.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
72,b,https://i.imgur.com/0pFfLBS.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
73,b,https://i.imgur.com/e4SN7EN.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
74,d,https://i.imgur.com/OdKCyd2.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
75,c,https://i.imgur.com/2lLpwdy.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
76,b,https://i.imgur.com/f3t0Hcq.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
77,a,https://i.imgur.com/scWvjXL.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
78,b,https://i.imgur.com/EDHGMqr.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
79,c,https://i.imgur.com/07KADu4.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
80,a,https://i.imgur.com/n1sqDjq.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
81,b,https://i.imgur.com/mTAhzyZ.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
82,b,https://i.imgur.com/7lL6LoI.png,genral_science,A,B,C,D,12.1,SSC_GD,Hindi,JEN
