sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/u8KH57e.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/9HnVt8I.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/fD31r8I.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
4,d,https://i.imgur.com/i1j8cle.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
5,b,https://i.imgur.com/FWMyDuJ.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
6,c,https://i.imgur.com/ZM6lzIH.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
7,b,https://i.imgur.com/8k0Mshz.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
8,b,https://i.imgur.com/qezJPLR.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/6C5cqwc.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/2xTbKw3.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
12,a,https://i.imgur.com/Y0Y9uAA.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/9dAtyg2.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
14,d,https://i.imgur.com/rb5nno5.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
15,b,https://i.imgur.com/XBd3Hqp.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/qYBmDuN.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
18,a,https://i.imgur.com/oG1iiNx.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/kneTj2K.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
20,a,https://i.imgur.com/TpKveeP.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
21,c,https://i.imgur.com/P0srfQt.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
22,a,https://i.imgur.com/DnKiya0.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
23,c,https://i.imgur.com/5jJhMh6.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
24,a,https://i.imgur.com/EgE3MRG.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
25,b,https://i.imgur.com/eMlTT78.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
27,a,https://i.imgur.com/8rJaPj8.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
28,c,https://i.imgur.com/LSxgeS0.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
29,a,https://i.imgur.com/62zpnct.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
30,a,https://i.imgur.com/sLg63UF.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
31,d,https://i.imgur.com/S5nFiJu.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
32,c,https://i.imgur.com/b4BPyS0.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
33,b,https://i.imgur.com/DubNvGr.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
35,d,https://i.imgur.com/oSX6wZe.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/gDuo9oH.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
37,b,https://i.imgur.com/hcmddkb.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
38,c,https://i.imgur.com/MnpnM48.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
39,b,https://i.imgur.com/nG5mY4Q.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
40,d,https://i.imgur.com/4oYs3yi.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
41,b,https://i.imgur.com/7f5AKUE.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
42,c,https://i.imgur.com/10wugnz.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
43,a,https://i.imgur.com/xyqMawY.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
