sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/Am460iu.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
2,a,https://i.imgur.com/fY0OG3R.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/AIH4vIx.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/XL5Si7B.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
5,d,https://i.imgur.com/ScMJmGA.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
6,b,https://i.imgur.com/dZmjCr5.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
7,c,https://i.imgur.com/LuS3Mzl.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
8,a,https://i.imgur.com/1a1iuT1.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
9,b,https://i.imgur.com/7xsoBuE.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
10,d,https://i.imgur.com/9Qt3ugt.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/mSUaTfj.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
12,c,https://i.imgur.com/lqenBB3.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/aNIc69n.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
14,d,https://i.imgur.com/RIxMU0h.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
15,b,https://i.imgur.com/9C2Hkcl.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/m8Q7OHJ.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/Jm8b94j.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/6Zvtiq2.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
19,d,https://i.imgur.com/1M0sVcO.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
20,b,https://i.imgur.com/mmAR0Yr.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
21,d,https://i.imgur.com/Jr2jAVO.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
22,a,https://i.imgur.com/Mc3Bgs2.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
23,d,https://i.imgur.com/48zpCl9.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/kB5NaXz.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
25,d,https://i.imgur.com/0gxVP8L.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
26,c,https://i.imgur.com/ja4OYXw.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/Pm6uh0a.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
28,a,https://i.imgur.com/DmZYRNf.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
29,a,https://i.imgur.com/YSWEgFR.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
30,c,https://i.imgur.com/2Jeu83o.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
31,d,https://i.imgur.com/tHH4ZXn.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
