sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/jtevfWy.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/SHklxd4.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/vZKStJD.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
4,c,https://i.imgur.com/t1BzTz1.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
5,b,https://i.imgur.com/AJSLyzW.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
6,a,https://i.imgur.com/uUnfM3N.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
7,c,https://i.imgur.com/NLU8bIx.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
9,b,https://i.imgur.com/919je3e.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
10,d,https://i.imgur.com/7PxXOvQ.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
11,b,https://i.imgur.com/ptzNusm.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
12,c,https://i.imgur.com/xg3CSqb.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
13,a,https://i.imgur.com/Dr0FVND.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
14,c,https://i.imgur.com/anjxI0h.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
15,a,https://i.imgur.com/wyJjrUX.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
17,d,https://i.imgur.com/TsBCzzj.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
18,b,https://i.imgur.com/zxwypeH.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
19,b,https://i.imgur.com/nkETp7m.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
20,a,https://i.imgur.com/AK0wN4v.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
21,b,https://i.imgur.com/WsfDkF9.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
22,d,https://i.imgur.com/MoWQRQj.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
23,a,https://i.imgur.com/VmOlmFZ.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
24,a,https://i.imgur.com/5X1kCIj.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/g77TLjJ.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/co9sPfr.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
28,d,https://i.imgur.com/jo8niNr.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
29,d,https://i.imgur.com/t0IZZZn.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
30,c,https://i.imgur.com/OzCaqdj.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
31,d,https://i.imgur.com/xVEe3YY.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/4qhgJTq.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
33,d,https://i.imgur.com/CzfJYSW.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/GszN5o6.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
35,a,https://i.imgur.com/S0lAPXD.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
37,a,https://i.imgur.com/iyOfKph.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
38,b,https://i.imgur.com/gcaFdYN.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
39,b,https://i.imgur.com/nT1Xgsa.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
40,b,https://i.imgur.com/kXcquTu.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
41,d,https://i.imgur.com/Bbf6ll3.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
42,c,https://i.imgur.com/GiYoEVY.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
44,d,https://i.imgur.com/V0uP2Lx.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
45,b,https://i.imgur.com/irVUwKD.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
46,a,https://i.imgur.com/Jqndkyu.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
47,a,https://i.imgur.com/q3m4Lyz.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
48,d,https://i.imgur.com/icki8Z4.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
49,c,https://i.imgur.com/mNMeyVY.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
50,a,https://i.imgur.com/J9kwZsZ.png,genral_science,A,B,C,D,2.1,SSC_GD,Hindi,JEN
