sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/rWCaWss.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
2,d,https://i.imgur.com/F3wCiPM.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/68Eg2ge.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
4,c,https://i.imgur.com/cUkoilZ.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
5,c,https://i.imgur.com/d80v59V.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
6,c,https://i.imgur.com/kqLKP7Q.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
7,d,https://i.imgur.com/5lcjtZ6.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
8,a,https://i.imgur.com/kiZuFlI.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/uHKcAMR.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
11,b,https://i.imgur.com/LO8wkJg.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
12,a,https://i.imgur.com/Ckuzcmm.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/bNLP7Tc.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/OBMMN8B.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
15,b,https://i.imgur.com/CzJUQRS.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/3y7PjKc.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/ifejtbK.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/n99wXHT.png,genral_science,A,B,C,D,8.1,SSC_GD,Hindi,JEN
