sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/M4IVwlW.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/WLggHwR.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/Wf4BhR3.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
4,b,https://i.imgur.com/BVrOmrl.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
5,a,https://i.imgur.com/IUSeXmF.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
6,c,https://i.imgur.com/aSUB4hC.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
7,b,https://i.imgur.com/12YMW6I.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
8,d,https://i.imgur.com/FY4lrBB.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
9,c,https://i.imgur.com/RctlXAc.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
10,b,https://i.imgur.com/c3Hsg4k.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/FiMZLSA.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
12,b,https://i.imgur.com/Vm0IcOM.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/YGWr2ws.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
15,b,https://i.imgur.com/DfP1kAv.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/5qilkQS.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/1O4M445.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/HWLKe99.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
19,b,https://i.imgur.com/ZiDTmM7.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/Y1ZUbQA.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/PYZeBgy.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
22,d,https://i.imgur.com/lQMQDHm.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/jC4HVbM.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/wrkVoLo.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
26,c,https://i.imgur.com/w2FvYoR.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/GVCJdKX.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
28,a,https://i.imgur.com/NcZQ19X.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
29,a,https://i.imgur.com/XsH0DAJ.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
30,b,https://i.imgur.com/BAl6H7q.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
31,b,https://i.imgur.com/3wuofdX.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
33,c,https://i.imgur.com/zPmO6MK.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/g5bKVOw.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
35,d,https://i.imgur.com/Y6XEObe.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/K9rWCSD.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
37,d,https://i.imgur.com/3IRxcDN.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
38,d,https://i.imgur.com/Gbtoz2f.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
39,d,https://i.imgur.com/KuyfNVx.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
40,c,https://i.imgur.com/p5Rq0Mw.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
41,a,https://i.imgur.com/UNuD8sX.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
42,d,https://i.imgur.com/kkNnUmp.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
43,b,https://i.imgur.com/A9oYa8u.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
44,c,https://i.imgur.com/LwDUFOl.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
45,b,https://i.imgur.com/DCmcd1s.png,genral_science,A,B,C,D,14.1,SSC_GD,Hindi,JEN
