sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/QFWKfGc.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/PJ2HWps.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
3,b,https://i.imgur.com/w3NPR4g.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/Nud4l3s.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
5,a,https://i.imgur.com/gkKRTQx.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
6,b,https://i.imgur.com/Xif9s4A.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
8,b,https://i.imgur.com/VU8ArmF.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/Od7jTo7.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
10,a,https://i.imgur.com/7ojs7Rf.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
11,c,https://i.imgur.com/LaDk3OC.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
12,a,https://i.imgur.com/SdlTlpV.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
14,c,https://i.imgur.com/92H9FXZ.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
15,a,https://i.imgur.com/0qmKtbr.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/LNJlmJG.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
17,c,https://i.imgur.com/BDqR6VQ.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/qn9g9mw.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/pY16WVc.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/OfmMrg7.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
22,c,https://i.imgur.com/q7Mw8Ir.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
23,a,https://i.imgur.com/Fi176x2.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
24,a,https://i.imgur.com/kZRFHGr.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/pzOC5Ns.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/oUeJYxj.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/dNQE0WN.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
28,b,https://i.imgur.com/WGr1UOC.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
29,b,https://i.imgur.com/NXVDjA8.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
31,d,https://i.imgur.com/ZHmgifo.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/WV5lELM.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
33,d,https://i.imgur.com/3aPbN7u.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
34,b,https://i.imgur.com/OYyivQw.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
35,d,https://i.imgur.com/kKQ4wTF.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
36,a,https://i.imgur.com/DIvhBB5.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
37,a,https://i.imgur.com/A8SgO5z.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
38,d,https://i.imgur.com/P9MugvV.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
39,a,https://i.imgur.com/VUmQ6Qw.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
40,a,https://i.imgur.com/h85sAwU.png,genral_science,A,B,C,D,6.1,SSC_GD,Hindi,JEN
