sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/QwWxaVp.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
2,a,https://i.imgur.com/cNk5cXF.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
3,a,https://i.imgur.com/yagKoDZ.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/wEnSTbH.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
5,c,https://i.imgur.com/q2rUjew.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
6,c,https://i.imgur.com/LpECImP.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
7,c,https://i.imgur.com/c1qiqqX.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
8,c,https://i.imgur.com/Uz3x8uF.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
9,c,https://i.imgur.com/iPxlwAc.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
11,b,https://i.imgur.com/fsHGSE6.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
12,a,https://i.imgur.com/PLiYzIw.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/ks8XTXi.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/KqG605o.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
15,b,https://i.imgur.com/AnFSFTG.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/ZbiiZZf.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
18,b,https://i.imgur.com/EUjjwwn.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/mMKjA1m.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
20,b,https://i.imgur.com/fnHZE8n.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/mMjQtWZ.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
22,c,https://i.imgur.com/kaTjM65.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
23,c,https://i.imgur.com/DKo3XDo.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
24,b,https://i.imgur.com/n7bnd1u.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
25,b,https://i.imgur.com/9kfFJX6.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
26,c,https://i.imgur.com/FXJ4nP7.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
27,a,https://i.imgur.com/jo7EPcb.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
28,d,https://i.imgur.com/uTHyVMW.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
29,b,https://i.imgur.com/Zt8EDcR.png,genral_science,A,B,C,D,9.1,SSC_GD,Hindi,JEN
