sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/JIR5Xjg.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
2,d,https://i.imgur.com/1v0jc0w.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/0h4tsyO.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
4,c,https://i.imgur.com/ihhOd3v.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
5,b,https://i.imgur.com/HLPypZh.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
6,d,https://i.imgur.com/sEfaYIW.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
7,a,https://i.imgur.com/9he9OMo.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
9,d,https://i.imgur.com/2FuY4DS.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
10,d,https://i.imgur.com/znUNr3y.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
11,a,https://i.imgur.com/PAK57OW.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
12,b,https://i.imgur.com/RUMgQq4.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/V2fsKmv.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
14,b,https://i.imgur.com/SlbijeU.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/iCNE8qt.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
17,a,https://i.imgur.com/vBtDTQG.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
18,b,https://i.imgur.com/KVYSQEQ.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/RR95egG.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
20,b,https://i.imgur.com/Z9fOooL.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
21,b,https://i.imgur.com/0eMH7IH.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
23,a,https://i.imgur.com/T0DgNGg.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
24,a,https://i.imgur.com/sTgHOFd.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/0C0WRNt.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
26,a,https://i.imgur.com/4ZlUYGq.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
27,a,https://i.imgur.com/but0LW7.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
28,a,https://i.imgur.com/O8WP8Eh.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
29,a,https://i.imgur.com/YkaJwQh.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
30,b,https://i.imgur.com/lyNrTLC.png,genral_science,A,B,C,D,7.1,SSC_GD,Hindi,JEN
