sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/4OVCkZg.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/DIXy7b8.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/lGthcw7.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
4,b,https://i.imgur.com/MynBPx2.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
5,b,https://i.imgur.com/idmKIjO.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
6,a,https://i.imgur.com/RksaBOr.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
7,a,https://i.imgur.com/8hHA6ZP.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
8,b,https://i.imgur.com/cRl2Fzw.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/2uwbCaF.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
10,a,https://i.imgur.com/HY7paAB.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
12,d,https://i.imgur.com/MHiqxjG.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/Chjag2U.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/uXsTMGC.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
15,d,https://i.imgur.com/h8M1pXg.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
16,d,https://i.imgur.com/jA6IPI5.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
17,b,https://i.imgur.com/oXkqyUy.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
18,b,https://i.imgur.com/ewWOMle.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/XKpMhaH.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
20,a,https://i.imgur.com/iTenZP9.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/iMTrb5s.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
22,c,https://i.imgur.com/YsqBBzh.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
23,b,https://i.imgur.com/YkwNahE.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/dZrz3o8.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
25,a,https://i.imgur.com/XHpeVOg.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/JC5fPTg.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
27,a,https://i.imgur.com/2ow7vT0.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
28,c,https://i.imgur.com/XuKTnL1.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
29,b,https://i.imgur.com/HxacTtU.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
31,b,https://i.imgur.com/iE8VgNt.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/oQ2H6MN.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
33,c,https://i.imgur.com/ywrdV2t.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/jpLikcO.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
35,b,https://i.imgur.com/vgOa1oH.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
36,d,https://i.imgur.com/Ski3Zpf.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
37,b,https://i.imgur.com/WcV29Yr.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
39,a,https://i.imgur.com/wUEBMGc.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
40,a,https://i.imgur.com/8mE8eJz.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
41,c,https://i.imgur.com/ZKGc0HA.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
42,b,https://i.imgur.com/FsQFfGw.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
43,c,https://i.imgur.com/RQwZHEN.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
44,b,https://i.imgur.com/6Maa6sG.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
45,a,https://i.imgur.com/r4fJxzM.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
46,c,https://i.imgur.com/KIYUQoi.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
47,b,https://i.imgur.com/wcvpIhh.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
48,a,https://i.imgur.com/eYA3hHM.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
49,b,https://i.imgur.com/tGoGkl4.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
50,c,https://i.imgur.com/Bjhs8Mz.png,genral_science,A,B,C,D,4.1,SSC_GD,Hindi,JEN
