sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/qhuouVr.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
2,b,https://i.imgur.com/vTJGYPM.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
3,d,https://i.imgur.com/dtSBkru.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/iTdkQXo.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
5,a,https://i.imgur.com/c0IfkbK.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
6,a,https://i.imgur.com/s8XyN12.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
7,c,https://i.imgur.com/C0EIFTr.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
8,d,https://i.imgur.com/FUWFHVH.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
9,c,https://i.imgur.com/IckiggY.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
10,d,https://i.imgur.com/uQz0jua.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
11,b,https://i.imgur.com/QLPLWct.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
12,d,https://i.imgur.com/8Q4hhIi.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/UEzGLyj.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
14,b,https://i.imgur.com/aJkIw5v.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
16,b,https://i.imgur.com/Ppaet0N.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
17,c,https://i.imgur.com/kplgwbz.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
18,a,https://i.imgur.com/zPXBEXz.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
19,c,https://i.imgur.com/AwO2HR9.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/mxDV5pl.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
21,d,https://i.imgur.com/fyfhyDn.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
22,b,https://i.imgur.com/r8RVzPC.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
23,c,https://i.imgur.com/Cz9Kb5S.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
24,a,https://i.imgur.com/mlMtnfn.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/NjyMGBW.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
26,d,https://i.imgur.com/8hIrvcE.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
27,a,https://i.imgur.com/47JKLvo.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
28,c,https://i.imgur.com/G60pilE.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
29,b,https://i.imgur.com/oSPTC26.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
31,c,https://i.imgur.com/jXwg1kz.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
32,b,https://i.imgur.com/nX7OMCo.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
33,b,https://i.imgur.com/k1aSnlB.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
34,b,https://i.imgur.com/mjMDKd5.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/wDFPIgS.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
37,a,https://i.imgur.com/40drueP.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
38,c,https://i.imgur.com/qTmEHSM.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
39,c,https://i.imgur.com/GnU7Lu7.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
40,d,https://i.imgur.com/kNbTttN.png,genral_science,A,B,C,D,20.1,SSC_GD,Hindi,JEN
