sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/pivFQzK.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
2,a,https://i.imgur.com/VSsOSqK.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
4,c,https://i.imgur.com/2LQiTH9.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
5,d,https://i.imgur.com/ZrXEk2m.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
6,a,https://i.imgur.com/q2a0yv3.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
7,b,https://i.imgur.com/6xy3Ycj.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
8,c,https://i.imgur.com/PPrPktx.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
9,c,https://i.imgur.com/THwlpoY.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
10,c,https://i.imgur.com/6dr1hRX.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/8mAmL0x.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
12,d,https://i.imgur.com/B3HdG8Z.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
13,b,https://i.imgur.com/DrZgcbj.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/vpvc5VC.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
15,a,https://i.imgur.com/7y5rWcW.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
16,c,https://i.imgur.com/8QqV4xQ.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
17,c,https://i.imgur.com/jZxi04g.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
18,d,https://i.imgur.com/fIhyjRa.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/Wn2uB1o.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
20,a,https://i.imgur.com/t8ZM8cP.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
21,d,https://i.imgur.com/d5xScU2.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
22,c,https://i.imgur.com/rW8qQT0.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
23,b,https://i.imgur.com/cAo7cvh.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
24,d,https://i.imgur.com/IfKyxKg.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
25,d,https://i.imgur.com/MfwcAuQ.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
26,b,https://i.imgur.com/s89WAGA.png,genral_science,A,B,C,D,18.1,SSC_GD,Hindi,JEN
