sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/VAuun7r.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
2,c,https://i.imgur.com/UUcfk9e.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
3,c,https://i.imgur.com/ZQxr6UF.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
4,a,https://i.imgur.com/Bl1CjuF.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
5,d,https://i.imgur.com/pIwd8WA.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
6,d,https://i.imgur.com/OgTiPwG.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
7,b,https://i.imgur.com/boOP5p5.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/Ognjih0.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
10,d,https://i.imgur.com/tmF40ir.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
11,d,https://i.imgur.com/gylhucj.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
12,b,https://i.imgur.com/lTjP3oV.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/F6BZrER.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
14,a,https://i.imgur.com/HGWh1eW.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
15,c,https://i.imgur.com/oKaHgxB.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
16,a,https://i.imgur.com/NkCykxv.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
17,c,https://i.imgur.com/Po6Pc30.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
18,a,https://i.imgur.com/pcKnbU7.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
19,d,https://i.imgur.com/6iyf62g.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
20,c,https://i.imgur.com/l76Egcl.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
21,d,https://i.imgur.com/yMids7Q.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
22,d,https://i.imgur.com/Lp3aV9B.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
23,a,https://i.imgur.com/MgAoVKu.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
24,b,https://i.imgur.com/m9IueJK.png,genral_science,A,B,C,D,15.1,SSC_GD,Hindi,JEN
