sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/cRG4Tzt.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
2,a,https://i.imgur.com/YAJaVe0.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
3,a,https://i.imgur.com/J7m5wNA.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
4,b,https://i.imgur.com/QfpRTZJ.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
5,c,https://i.imgur.com/gY0HWex.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
6,c,https://i.imgur.com/7VJ9aQo.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
7,a,https://i.imgur.com/GavAOgB.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
8,a,https://i.imgur.com/wOMq2MB.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
9,a,https://i.imgur.com/zDpBgUo.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
10,b,https://i.imgur.com/rAF7XFG.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
11,c,https://i.imgur.com/XeBJAop.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
12,c,https://i.imgur.com/IjDSoVU.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
13,d,https://i.imgur.com/sQCXmgs.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
16,a,https://i.imgur.com/gFD16hg.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
17,d,https://i.imgur.com/ZWv6goM.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
18,c,https://i.imgur.com/rWvQ3Lv.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
19,a,https://i.imgur.com/vSJHYe5.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
20,d,https://i.imgur.com/sI3nRpM.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
21,a,https://i.imgur.com/YIvWsh3.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
22,a,https://i.imgur.com/6knlEOZ.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
23,c,https://i.imgur.com/C2BIfyI.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
25,c,https://i.imgur.com/ughmJwy.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
26,a,https://i.imgur.com/3xMNyXJ.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
27,c,https://i.imgur.com/u80JDPe.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
28,a,https://i.imgur.com/NP533yt.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
29,c,https://i.imgur.com/A12wgGt.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
30,c,https://i.imgur.com/VdJsMkd.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
31,b,https://i.imgur.com/hFHlqzw.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
32,a,https://i.imgur.com/fIbFLfa.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
33,b,https://i.imgur.com/WQBJQif.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/zTzkJpu.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
35,a,https://i.imgur.com/Jjgrkua.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/WBe7VGK.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
38,c,https://i.imgur.com/m0ZK13U.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
39,b,https://i.imgur.com/lgABYN7.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
40,a,https://i.imgur.com/5Oa3RCZ.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
41,a,https://i.imgur.com/NcpZYE4.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
42,b,https://i.imgur.com/junplvp.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
43,a,https://i.imgur.com/9sGagwb.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
44,b,https://i.imgur.com/aEqeowh.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
45,b,https://i.imgur.com/ZedILLO.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
46,d,https://i.imgur.com/rcJ4Ykm.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
47,a,https://i.imgur.com/9NVkEtk.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
48,a,https://i.imgur.com/73WG1Pu.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
49,a,https://i.imgur.com/smQvlZs.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
50,a,https://i.imgur.com/WGidyal.png,genral_science,A,B,C,D,3.1,SSC_GD,Hindi,JEN
