,QuestionLink,category,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source
0,https://i.imgur.com/k6dZI8W.png,1.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
1,https://i.imgur.com/bpag7Kr.png,1.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
2,https://i.imgur.com/T63yjGR.png,1.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
3,https://i.imgur.com/8q6Nvgz.png,1.1,a,groupxen,Hindi,Groupx,A,B,C,D,Arihant
4,https://i.imgur.com/QTar7BT.png,6.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
5,https://i.imgur.com/N7tAsJM.png,6.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
6,https://i.imgur.com/aD4oRoX.png,14.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
7,https://i.imgur.com/R15zsM9.png,14.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
8,https://i.imgur.com/1AiDhCu.png,14.1,a,groupxen,Hindi,Groupx,A,B,C,D,Arihant
9,https://i.imgur.com/tL21kBK.png,4.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
10,https://i.imgur.com/Ilud6F0.png,4.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
11,https://i.imgur.com/BJNEYqL.png,23.1,a,groupxen,Hindi,Groupx,A,B,C,D,Arihant
12,https://i.imgur.com/cTNSFHG.png,4.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
13,https://i.imgur.com/yPczava.png,26.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
14,https://i.imgur.com/EspXlnj.png,6.1,d,groupxen,Hindi,Groupx,A,B,C,D,Arihant
15,https://i.imgur.com/AFwdipE.png,6.1,b,groupxen,Hindi,Groupx,A,B,C,D,Arihant
16,https://i.imgur.com/CxhpHGf.png,26.1,a,groupxen,Hindi,Groupx,A,B,C,D,Arihant
17,https://i.imgur.com/cWbs9L9.png,29.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
18,https://i.imgur.com/Zgy77Hl.png,29.1,c,groupxen,Hindi,Groupx,A,B,C,D,Arihant
