sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,a,https://i.imgur.com/x3gTAP4.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,c,https://i.imgur.com/NnYZl95.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,c,https://i.imgur.com/z2XlNd2.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,d,https://i.imgur.com/fdlBi8T.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,a,https://i.imgur.com/AmzYS9p.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,a,https://i.imgur.com/rry1hOJ.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,b,https://i.imgur.com/uoLSXsx.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,d,https://i.imgur.com/Bw3ZnqE.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,a,https://i.imgur.com/8D4KneN.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,c,https://i.imgur.com/X9CllPi.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,a,https://i.imgur.com/C5sB2c3.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,a,https://i.imgur.com/BXHzw9O.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,c,https://i.imgur.com/ghGojFF.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,a,https://i.imgur.com/578RIAH.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,b,https://i.imgur.com/pvmOKAK.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,c,https://i.imgur.com/z6l3iKw.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,a,https://i.imgur.com/6XO33B8.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://i.imgur.com/MW6qlNs.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,b,https://i.imgur.com/V6vGREF.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/8zU0T74.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/dCBCu8o.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,a,https://i.imgur.com/HXpzg9T.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,a,https://i.imgur.com/ZlU2cnj.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,a,https://i.imgur.com/NE0cWqb.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
