sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,c,https://i.imgur.com/fYm5PGN.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,a,https://i.imgur.com/IUwsrid.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,d,https://i.imgur.com/tv69Owk.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,b,https://i.imgur.com/OIThzZM.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,c,https://i.imgur.com/KjcU8nl.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,c,https://i.imgur.com/ClcU4GV.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,a,https://i.imgur.com/GheTl1q.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,d,https://i.imgur.com/xiX3J7o.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,a,https://i.imgur.com/q4yl9JS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,d,https://i.imgur.com/qNoZ7mJ.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,d,https://i.imgur.com/USvEmoW.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,d,https://i.imgur.com/rbroby1.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,d,https://i.imgur.com/JInf6hL.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,c,https://i.imgur.com/ajUan1J.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,b,https://i.imgur.com/HPaA61Y.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,b,https://i.imgur.com/bJfWe7R.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,c,https://i.imgur.com/ZmS06NV.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,b,https://i.imgur.com/3H0lxQY.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,d,https://i.imgur.com/RgezrwS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,b,https://i.imgur.com/EExfZtt.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,a,https://i.imgur.com/WzlCm09.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
