sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/JxNQ3gj.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,a,https://i.imgur.com/XDthDv8.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,c,https://i.imgur.com/YlOrVDg.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,c,https://i.imgur.com/f4g1DCL.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,a,https://i.imgur.com/pJZpH6B.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,d,https://i.imgur.com/SjgasSQ.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,a,https://i.imgur.com/3JcwEVv.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,b,https://i.imgur.com/vKkWJIl.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,d,https://i.imgur.com/4Cel5dc.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,c,https://i.imgur.com/uecFTg6.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,c,https://i.imgur.com/8E8h2NH.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,d,https://i.imgur.com/vi4UkIR.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,d,https://i.imgur.com/H6oNEsk.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,d,https://i.imgur.com/6qqqbDS.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,b,https://i.imgur.com/hl3K21Q.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,a,https://i.imgur.com/kDcmGLM.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,c,https://i.imgur.com/a6TLHrA.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://i.imgur.com/r44VxcA.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,a,https://i.imgur.com/v7gEcPY.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/yCG7bcj.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/aTD7VSt.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,b,https://i.imgur.com/3raFDeV.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,c,https://i.imgur.com/OA5Lbhq.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,a,https://i.imgur.com/2lEYhME.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,a,https://i.imgur.com/mvlyDRk.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,a,https://i.imgur.com/qlf2GoJ.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,a,https://i.imgur.com/P5wfUiu.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,c,https://i.imgur.com/wf6IIwn.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,c,https://i.imgur.com/eOU8hj4.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,c,https://i.imgur.com/pvy1iay.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,c,https://i.imgur.com/Cg3YPcR.png,locopilot_fitter,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
