sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,d,https://i.imgur.com/9Vy1ls0.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,d,https://i.imgur.com/Rlvd1We.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,a,https://i.imgur.com/D0YRgoj.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,d,https://i.imgur.com/CS5tAgp.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,a,https://i.imgur.com/sAHiMGO.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,a,https://i.imgur.com/IPrRY9g.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,d,https://i.imgur.com/BpGqqAw.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,b,https://i.imgur.com/feqaUz7.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,b,https://i.imgur.com/H46KxRy.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,d,https://i.imgur.com/s0xtdXQ.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,b,https://i.imgur.com/dLbbeZk.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,a,https://i.imgur.com/31tIMc2.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,b,https://i.imgur.com/NmQr5hA.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,d,https://i.imgur.com/CCHdhdk.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,a,https://i.imgur.com/XrLqrUM.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,a,https://i.imgur.com/lyyQjmG.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://i.imgur.com/kodIoj0.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,b,https://i.imgur.com/WN7I6EL.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/uyZttd0.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/zpRtM07.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,d,https://i.imgur.com/gd11x02.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,a,https://i.imgur.com/duMOzxQ.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,a,https://i.imgur.com/T3048tD.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
