QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/FjoyXmO.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/3M6d7Fp.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/pqbeQx3.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/pGmjhVe.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/a0yaw6b.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/1ZqG4T7.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/XQ1xXkF.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/sMf4wOH.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/qmaUavo.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/r0pQujE.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/8IwYk7o.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/fWXXkyg.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/uC1BFGG.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/ii6HROV.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/znz2hNj.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/Rbz9d5y.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/Qwb55xJ.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/AkuhbYw.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/hpcUVgd.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
https://i.imgur.com/qXprjT6.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,23.1
