QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/d4sit2y.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/Vb4VoBT.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/xKJfzxV.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/jmJelOV.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/mFuI7MR.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/vdN8nfk.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/oxM6pRZ.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/IRqysW0.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/lOSs3g5.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/vCgBIPB.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/GbYkmtx.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/EQaJyYn.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/w9VSKtZ.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/Gp6Mdmj.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/ysiBYKN.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/cyTl5EL.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/vG3pmJQ.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/OzAVuDq.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/JTmgKfT.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/nPlTF9R.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
