QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/4jT9t5V.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/QocwMNV.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/PoUR9OT.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/ebifQhj.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/zXwAGEm.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/YO0uxGk.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/nnfutDP.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/5D1R46i.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/JviZBoi.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/g77bVkP.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/8ty0Rvm.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/Dj4CcLP.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/RddnI2p.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/6C5Ndjo.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/mdpdBD6.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/6Wqx7bi.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/5urhObb.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/IuKR1D8.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/IuyuO7Y.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/UpGJKly.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/ubsb5dj.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/Ioluhu4.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/VSzS3O2.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/YEiWfdq.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/HkOosiR.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
https://i.imgur.com/xsxZrM8.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,14.1
