QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/8d9sChc.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/6z5Ih1N.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/mcwdnRk.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/JhNfEzp.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/gZmMHqy.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/2Mw2LnK.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/aN0IOTb.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/xD3lp6k.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/QoiJNes.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/O2pyYSN.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/23u2Fuu.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/MhoMHgg.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/owVUNjJ.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/eh9bM91.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
https://i.imgur.com/i404xp1.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,19.1
