QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/T0xQ5F0.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/FTMtNNL.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/Vcjx1GW.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/ex658KC.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/vVGkOTv.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/MRYemqo.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/FzVGNkg.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/qzM0tyM.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/8Lgf1Vj.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/1RQR0Ad.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/5BQYJHH.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/kWnhMJp.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/4FDVrjj.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/3fsByK2.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
https://i.imgur.com/uHwFFU0.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,18.1
