QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/OI6hxtO.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/JSr5H1Y.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/5ECN0yk.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/TrtfZIi.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/NpsZ1Ac.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/XWaba1n.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/41HKlJu.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/KnWMywt.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/NyRafHQ.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/TMrKek5.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/y4N9j4t.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/YIwJAiw.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/nWT2t9X.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/2TKAtYu.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/WpVYhgW.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/4vkKe9r.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/iGgRUvZ.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/74tfg5X.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/zt9SIwX.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
https://i.imgur.com/z5vo2n7.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,9.1
