QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/H2megjP.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/iFQbSbV.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/3giKndq.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/MbcTK4s.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/u5x5xg0.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/Sk8YHWc.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/oWJ9BGS.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/fQDSmW5.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/1xS8G0J.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/PyVBFWb.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/Coq0CQN.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/pBn6ztD.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/aECo6Q0.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/ETzOiye.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
https://i.imgur.com/gaWM3al.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,25.1
