QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/FOF53Ng.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/bJkbtNX.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/luDWGEx.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/P6meeIQ.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/yMWPYHG.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/ckfllNt.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/zN7nXAV.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/AdEyhcp.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/cdtPPjx.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/bfVgLaB.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/6XDzbmO.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/uqX9b9M.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/Q683NAI.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/FldlRBs.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/bAVSwmP.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/ApA63ut.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/5jvPmOL.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/vgEj0iS.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/HWsS90L.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/e9YN969.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
