QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/Hzhd4xR.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/B7AXEah.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/mAu96xf.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/9wO82tZ.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/wC0TK3g.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/0d4KExq.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/ttLkayH.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/e1Im00E.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/DPSX9QU.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/xP4US44.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/XVytA0V.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/NtJ5W0L.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/go1lp98.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/hQN7A01.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/IN4nM4F.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/FuHIkoB.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/PqfLOiL.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/vRMyV3B.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/IQVcS3i.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
https://i.imgur.com/UDq9HVL.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,24.1
