QuestionLink,correct,sectionType,lang,usedfor,optionA,optionB,optionC,optionD,source,category
https://i.imgur.com/k80yCPr.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/wpCCmQE.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/LDKxgx9.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/bfrigJN.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/BtAnSzY.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/fi9pyTo.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/gbDI0pv.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/BXn4zbD.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/6jq2n0S.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/X2H4DWK.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/DZibSxU.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/yWJcQ9I.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/Bqm3wtr.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/ZKRt8fP.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/gXmPKiy.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/7dlxITS.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/2fqF7Ld.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/qUs8Hft.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/xtnsYkQ.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/RTgXwPY.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/wNNmY6V.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/goRCXMl.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/705Aas1.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/myNJ8L9.png,d,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/VHNK1ok.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/syu5LtN.png,a,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/6QlbVHZ.png,b,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
https://i.imgur.com/isyUfSR.png,c,groupxphy,Hindi,Groupx,A,B,C,D,Lucent,12.1
