,QuestionLink,category,correct,lang,sectionType,optionA,optionB,optionC,optionD,source,usedfor
0,https://i.imgur.com/e7GzmGw.png,1.3,c,Hindi,groupgk,A,B,C,D,Arihant,Groupx
1,https://i.imgur.com/X7FdcNJ.png,1.7,a,Hindi,groupgk,A,B,C,D,Arihant,Groupx
2,https://i.imgur.com/cKCfJxr.png,1.2,d,Hindi,groupgk,A,B,C,D,Arihant,Groupx
3,https://i.imgur.com/ZePWMbN.png,1.5,a,Hindi,groupgk,A,B,C,D,Arihant,Groupx
4,https://i.imgur.com/Luc4GDt.png,1.3,c,Hindi,groupgk,A,B,C,D,Arihant,Groupx
5,https://i.imgur.com/9CokRbc.png,1.7,a,Hindi,groupgk,A,B,C,D,Arihant,Groupx
6,https://i.imgur.com/SwmGFqQ.png,1.2,c,Hindi,groupgk,A,B,C,D,Arihant,Groupx
7,https://i.imgur.com/VClXspF.png,1.6,a,Hindi,groupgk,A,B,C,D,Arihant,Groupx
8,https://i.imgur.com/K39wzRG.png,1.3,c,Hindi,groupgk,A,B,C,D,Arihant,Groupx
9,https://i.imgur.com/rOenGrM.png,1.3,a,Hindi,groupgk,A,B,C,D,Arihant,Groupx
